Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude
"Dartmouth 1 Bedroom Apartment for Rent - 36, 60, 65 Primrose Str",1829,"65 Primrose Street, Dartmouth, NS, B3A 4C5",2024-03-11T19:04:21.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,"1,047",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.",44.68524,-63.58192
"Dartmouth Bachelor Apartment for Rent - 36, 60, 65 Primrose Stre",1699,"65 Primrose Street, Dartmouth, NS, B3A 4C5",2024-03-11T19:04:58.000Z,a day ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Yes,429,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.",44.68524,-63.58192
1 bedroom ,1500,"1452 Brenton St, Halifax, NS B3J 2K7",2024-03-11T19:07:08.000Z,a day ago,Apartment,1 + Den,1,,Not Included,0,1 Year,Yes,152,No,,Yes,,No,,Owner,,"Stunning master bedroom in a 3br apartment available for move in during march, DONT PAY UNTIL APRIL-march free.
Rent is 1500 and includes heat/ac/hot water, electricity and wifi is split 3 ways, both around $30/month. The master bedroom includes a spacious walk in closet, smaller second closet, private bathroom and a separate den/office area. Laundry is in suite. Looking for working professional or mature student. ",44.64158,-63.57837
1 Bedroom Apartment for Rent - 40 Bedros Lane,2238,"40 Bedros Lane, Bedford, NS, B3M 4X1",2024-03-11T19:09:26.000Z,a day ago,Apartment,1,1,,Not Included,0,1 Year,No,650,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.metcap.com,,44.70004,-63.66558
2 Bedroom Apartment for Rent - 40 Bedros Lane,2579,"40 Bedros Lane, Bedford, NS, B3M 4X1",2024-03-11T19:09:58.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,No,"1,161",No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.metcap.com,,44.70004,-63.66558
Newly renovated 2-bedroom units in Halifax West,2300,"Main Avenue, Halifax, NS",2024-03-11T19:15:31.000Z,a day ago,Apartment,2,1,Hydro,Not Included,1,1 Year,No,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Yard,No,,Owner,,"Beautiful, newly renovated, bright and spacious 800 sq/ft units with warm laminate flooring throughout. Two units available.,Designer kitchen with contemporary backsplash, bronze accents and stainless steel appliances. Kitchen island with storage and seating for three in the top unit is perfect for entertaining. Open shelving and dining nook with custom bench elevate the eating space in the basement unit.,Fenced in backyard. Large bedrooms and stackable laundry units. Heat pump with A/C will keep you comfortable all year round.,When exterior renovation complete in Summer 2024, these spaces will offer privately sectioned backyards for each unit.,Centrally located on Main Avenue, close to all amenities with the benefits of living in a residential area. Located in the Halifax West school district with recreation centres, shopping, main bus lines and parks within minutes.,Important information:
• Water included (no other utilities).
• Tenants responsible for snow removal.
• Parking included with upper-unit.
• No pets.
• No smoking.
• No sublets.
• Utilities not included (except water).
• Available March 1st on a one-year lease.,Available on a one-year lease.,Monthly rent for the basement unit is $2,100 and monthly rent for the top unit is $2,300.,Rental applications to be submitted here: https://forms.gle/kwuGVEBqvJ5yVnnB6",44.6567,-63.64027
1 Bedroom Apartment for Rent - 7 Jackson Road,1499,"7 Jackson Road, Dartmouth, NS, B3A 4A4",2024-03-11T19:30:05.000Z,a day ago,Apartment,1,1,,Not Included,0,1 Year,Yes,650,No,"Laundry (In Building),Fridge / Freezer",No,,No,Storage Space,Professional,www.metcap.com,,44.68098,-63.58544
"West End, 1BD, heat, balcony, small deck, May 1, $1220",1220,"Edinburgh Street, Halifax, NS",2024-03-11T21:20:31.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,450,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,,Owner,,"One bedroom apartment near The Forum in West End Halifax available May 1.
This really light, second floor apartment is on Edinburgh Street convenient for buses to downtown Halifax, Dartmouth and all universities. Downtown Halifax is just a ten minute drive away with easy access to Bedford Highway, the bridges to Dartmouth and all major highways.
Sobeys, Atlantic Superstore, restaurants, strip malls and coffee shops are well within walking distance as is Halifax Shopping Centre.
The rent of $ 1220.00 includes heat and access to a small deck. PLEASE NOTE: There is on street parking only with this unit.
Coin operated laundry facilities are on the ground floor.
One or two cats would be welcome but sorry, definitely no dogs.
Please include contact number and viewing preferences in your reply.",44.65423,-63.60459
23-091 Beautifully upgraded flat in Downtown Halifax,2275,"Bishop Street, Halifax, NS, B3J 1C9",2024-03-12T00:08:22.000Z,a day ago,Apartment,1,1,Water,Not Included,1,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.halifaxqualityhomes.com,,44.64314,-63.5714
Small 2 bedroom Cole Harbour,1000,"Dartmouth, NS, B2V 1C9",2024-03-12T00:11:30.000Z,a day ago,Apartment,2 + Den,1,Water,Not Included,2,1 Year,No,800,No,"Laundry (In Unit),Fridge / Freezer",No,Yard,No,Storage Space,Owner,,"Small 2 bedroom close to Caldwell Elementary for rent April 1st.
Tenant pays heat/lights, water included.
Quite street, landlord upstairs.
$1000/month.",44.63942,-63.47103
Desperately Need a 2 Bedroom Place.,1000,"Dartmouth, NS B3A",2024-03-12T00:41:48.000Z,a day ago,Apartment,2,1,,Not Included,1,1 Year,Yes,800,No,,No,,No,,Owner,,"Hello, I am in need of help. I desperately need to find a 2 bedroom place for my daughter and I. We are living in serious mold where we are at now, and we are getting very sick. I need to get my child out of this, as the landlord won’t do anything. I cannot afford these horrendous prices, and can only afford $1000 a month tops. I’m really hoping someone can help me, so I can get myself and my child out of a serious situation that is causing us both to become sick. We have one well behaved cat and a very small dog (also well behaved). I’m a single mother, and am always on time with rent, am quiet, I don’t drink or party, and I keep to myself. Any decent 2 bedroom place is appreciated. Anywhere within HRM! Thank you very much and god bless!!",44.68289,-63.58237
2-bedroom walk-out basement,1800,"Herring Cove, NS B3V 1H2",2024-03-12T01:22:16.000Z,a day ago,Apartment,2,1,"Hydro,Heat,Water",Not Included,2,1 Year,Limited,850,No,"Laundry (In Unit),Fridge / Freezer",No,Yard,No,,Owner,,"Available April or May. Basement walk-out apartment with private deck and yard space to garden. Ideal space for a single person, a couple, or two roommates. All inclusive - heat, water, power, laundry, parking for 2 vehicles. Woodstove is not operational. No smoking. No cats but a dog may be considered. We are in old Herring Cove right by Now We're Cooking for all your takeout needs. Bus route goes downtown or the drive is 20m. Views of the ocean from the driveway. Many hiking trails in the area.,Improvements not shown in photos:
- new bathroom vanity and mirror
- laundry in-suite
- stainless steel stove put in
- baseboard heaters repaired
- new light fixtures in bedrooms,If interested please provide:
- name and a bit about yourself
- occupation (students welcome)
- pets
- potential move-in date.,References will be asked for.,If ad is still up it is still available. Photos will be updated when available.,Thanks!",44.56726,-63.55839
1 bed 1 bath apartment ,1350,"Touchstone Ct, Lower Sackville, NS B4E 2P4",2024-03-12T01:47:39.000Z,a day ago,Apartment,2 + Den,1,"Hydro,Water",,1,Month-to-month,No,"1,200",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,Storage Space,Owner,,"Furnished spacious one bedroom with washroom in new 2 bhk Plus den apartment in Halifax from APRIL 1st, 2024.
(Ideal for COUPLE)
We are also indian couple living in another room.
• Close to groceries, BUS stop
• Laundry will be provided within the Apartment for more convenient of no cost.
• Large living area
• Kitchen includes electric stoves, new fridge and microwave.
• All the utilities are included in the rent except electricity ( will be divided )
• The room has a large space with spacious cuboard and windows as well.
• The apartment has its own private balcony.
• Parking is not available but will be provided if requested (The apartment’s parking is very safe and tidy with no trespassing)
Here’s my contact: 437-770-3976",44.77128,-63.69621
BEAUTIFUL 2 BEDROOM IN WEST END,2199,"6969 Bayers Road, Halifax, NS, B3L 4P3",2024-03-13T02:48:27.000Z,36 minutes ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,No,"1,200",No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,Elevator in Building,Professional,bayers1-universalgroup.securecafe.com,"Bayers Park Apartments offers just the right blend of comfort and conveniencean ideal location and large living spaces.,Nestled perfectly in Halifax's West End, this tranquil setting is just moments away from the Canada Games centre, Public Library, and Bayers Lake shopping district. Additionally, Bayers Road Centre, the Halifax Shopping Centre, and nearby parks are easily accessible.,Ideal for students, Bayers Park Apartments are well-connected to major bus routes, and the warm and inviting ambiance, lends to its community feel.,Enjoy:,Spacious, renovated apartments featuring abundant storage space.,A blend of laminate, carpet, and ceramic flooring.,New appliances in select suites.,Each unit features a generous balcony.,On-site laundry amenities.,Conveniently services with two spacious elevators.,Inclusive of heat, hot water, and parking.,PLUS, for seniors aged 55 and older, NO SECURITY DEPOSIT is required. Discover the comfort and ease of life at Bayers Park!",44.65563,-63.62416
AMAZING 1 BEDROOM - GREAT LOCATION,1700,"36 Abbey Road, Halifax, NS, B3P 2M6",2024-03-13T02:48:27.000Z,36 minutes ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,,Professional,armdale-universalgroup.securecafe.com,,44.62736,-63.62173
WOW - 2 BEDROOM NEAR HALIFAX SHOPPING CENTRE,2199,"6969 Bayers Road, Halifax, NS, B3L 4P3",2024-03-13T02:48:32.000Z,36 minutes ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Yes,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,"24 Hour Security,Bicycle Parking,Storage Space",Professional,bayers1-universalgroup.securecafe.com,,44.65519,-63.62429
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,1700,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",2024-03-13T02:48:37.000Z,36 minutes ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,"Bicycle Parking,Elevator in Building",Professional,ogilvie-universalgroup.securecafe.com,"Envision your future home mere strides away from the celebrated green space of Point Pleasant Park, inviting you to embrace invigorating morning trail runs and leisurely evening walks by the serene ocean.,Situated in the coveted south end of the city, Ogilvie on the Park offers an enviable locale in close proximity to SMU, Dalhousie, hospitals, and a convenient stroll away from downtown's vibrant energy. Seamlessly connect with Metro Transit for hassle-free commuting, and relish the convenience of covered parking when needed.,What's more, the property proudly houses an on-site daycare, adding to the seamless blend of practicality and comfort.",44.62906,-63.57139
Jennifer Place | 2 Bedroom,1800,"1182 Cole Harbour Road, Dartmouth, NS, B2V 1E9",2024-03-12T13:01:50.000Z,about 14 hours ago,Apartment,2,1,,Not Included,1,1 Year,No,Not Available,No,,No,,No,,Professional,www.elkproperty.com,,44.67227,-63.48238
91 Nelson's Landing | 1 Bedroom unit,1850,"91 Nelson's Landing, Bedford, NS, B4A 3X4",2024-03-12T13:01:50.000Z,about 14 hours ago,Apartment,1,1,,Not Included,1,1 Year,Limited,742,No,"Laundry (In Unit),Dishwasher",No,Balcony,Yes,"Gym,Pool,Elevator in Building",Professional,www.elkproperty.com,,44.7109,-63.67886
Cedar Court | 2 Bedroom Apartment,1800,"1109 Cole Harbour Road, Dartmouth, NS, B2V 1E8",2024-03-12T13:01:50.000Z,about 14 hours ago,Apartment,2,1,,Not Included,1,1 Year,No,Not Available,No,Laundry (In Building),No,,No,,Professional,www.elkproperty.com,". Large two bedroom units,. On site Superintendent,. Secure entrance,. Parking included,. Full size Fridge Stove,. Central laundry facilities in the building,. Walking distance to schools, shopping and recreation facilities,. City bus stops in front of the building,(Please Note: Electricity, heat and hot water extra)",44.67293,-63.48553
91 Nelson's Landing | 2 Bedroom,2300,"91 Nelson's Landing, Bedford, NS, B4A 3X4",2024-03-12T13:01:50.000Z,about 14 hours ago,Apartment,2,2,,Not Included,1,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher",No,Balcony,No,"Gym,Pool,Elevator in Building",Professional,www.elkproperty.com,,44.7109,-63.67886
2 Bedrooms Apartment for Rent - 9 - 54 Paige Plaza,2095,"54 Paige Plaza, Lower Sackville, NS, B4E 0J6",2024-03-12T13:09:44.000Z,about 14 hours ago,Apartment,2,1,,Not Included,0,1 Year,Yes,928,No,,No,,No,Storage Space,Professional,www.metcap.com,"View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.",44.77075,-63.69642
NEW! 1 & 2 bedroom apartments: from $1995/mth;  Hammonds Plains,1995,"Appaloosa Run, Hammonds Plains, NS",2024-03-12T13:32:56.000Z,about 14 hours ago,Apartment,1 + Den,1.5,"Heat,Water",Not Included,0,1 Year,Limited,"1,010",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,,"Welcome to Shiraz 6, the latest addition to Shiraz Gardens 50+ Community. It is located in Hammonds Plains! Estimated occupancy is October 1 2024. Are you 50 or older? If so, this is the place to be! It is an entire community that caters to individuals who are yearning for peace and quiet.,If you have any questions or if you want to schedule a tour feel free to contact Gary Pike at gary@unitedgulf.ca or 782-414-4299,Some of the many features that are standard in most suites are:
...large windows allowing for an abundance of natural light.
...roll down blinds on the windows and patio doors
...in-floor heating included in the rent
...mini-split for air conditioning
...6 appliances
...quartz counter tops
...estimated occupancy is Oct 1 2024
...lease is year to year
...in-unit laundry
...balcony
...5 ft walk-in shower in the ensuite.
...outlets in place for wall mounted TVs
...2 elevators
...common room
...postal delivery to the lobby
...user pay parking
...in-unit bins for recycling and garbage
...garbage/recycling/organics room in the basement
...dogs are not permitted
The rent includes in-floor heating and hot water.,Please note that tenants must be 50 or older.
If you have any questions or if you want to schedule a tour feel free to contact Gary Pike at gary@unitedgulf.ca or 782.414.4299",44.72471,-63.74775
Lower Sackville - 2 Bedroom Unit - Immediate Availability!,1795,"271 Stokil Drive, Lower Sackville, NS, B4C 4E2",2024-03-12T13:45:58.000Z,about 14 hours ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,www.ccpmgroup.ca,"271 & 279 Stokil Drive, Lower Sackville, NS,Located in the picturesque Armcrest Estates subdivision, this property offers a large two bedroom corner apartments in a small, quiet, ,community based building close to public transit. Dont miss out on your opportunity to stay in this easily accessible Sackville sub-division.,This unit has laminate in the livingroom and brand new carpets in the bedroom.,this building also offers security features through building intercom, video surveillance, and an on-site resident manager.,We include: fridge and stove, heat, water, hot water and one (surface) parking spot in our rent. We have coin-operated laundry on-site.,We allow cats, sorry no other pets are permitted.,For more information or to Arrange a viewing please contact:,Mike Barnaby,Resident Manager,armcrest@ccpmgroup.ca,902-456-7795,www.ccpmgroup.ca",44.78965,-63.68916
1 Bedroom Unit Mins to Downtown - March 1st!,1950,"3260 Barrington Street, Halifax, NS, B3K 0B5",2024-03-12T13:46:02.000Z,about 14 hours ago,Apartment,2,2,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.ccpmgroup.ca,,44.6671,-63.59823
Modern Building Larry Uteck - 2 Bedroom - March 1st!,2325,"420 Larry Uteck Boulevard, Halifax, NS, B3M 0G5",2024-03-12T13:46:07.000Z,about 14 hours ago,Apartment,2,2,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.ccpmgroup.ca,"March 1st - 2 bedroom & 2 Bath,""Rockwood Estates"" is located at 420 Larry Uteck Boulevard. Close to both French and English schools, shopping in Bayers Lake Centre is just 5km away, downtown is approximately 10 minutes, and 15 minutes from the Halifax International Airport.,Groceries, coffee shops, drugstores, and other shops are in walking distance.,The building includes high-end finishes, modern kitchens, granite countertops, ceramic and laminate flooring throughout.,Rent Includes: ,Fridge, stove, dishwasher and a range-hood microwave ,Washer and Dryer in-suite ,One underground Parking ,Heat ,Water and Hot Water ,Access to a common room, wash bay & a guest suite.,We are cat friendly, sorry no other pets are permitted.,To arrange a viewing of the building, or to receive more information, please contact:,Linda Dobson,Resident Manager,902-817-2750 (Please no texting),420larryuteck@ccpmgroup.ca",44.70131,-63.67515
1738 Chestnut St - 1 Bedroom Apartment - May 1 2024,1779,"1740 Chestnut St, Halifax, NS, B3H 3T6",2024-03-12T14:11:55.000Z,about 13 hours ago,Apartment,1 + Den,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Yard,No,"Bicycle Parking,Storage Space",Professional,www.pejkrentals.ca,"Available May 1 2024! Or move in April 1 2024!,Newly renovated 1 bedroom apartment with kitchen, living room, bedroom and dining room! 5-minute walk to Dal, located in the heart of South End Halifax. Backyard available for tenant use.,All new flooring, kitchen, bathroom, paint, HRV unit and appliances!,Rent includes heat and hot water. you pay for your own electricity. Laundry is included free of charge in the building.,Please respond to this ad with a little about yourself, a date and time that works for you to view the apartment, and your desired move in date. Sorry, no pets allowed.",44.64231,-63.5955
NEW 2 Bedroom Apartment - 432 Herring Cove Road - $2100,2100,"432 Herring Cove Road, Halifax, NS, B3R 1W4",2024-03-12T14:12:48.000Z,about 13 hours ago,Apartment,2,1,Water,Not Included,0,1 Year,Yes,650,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,Storage Space,Professional,,"Available today! Move in anytime, or reserve your apartment for April 1 2024!,Beautiful brand new building located at 432 Herring Cove Road. 5-10 minutes to Bayers Lake, Downtown Halifax, and 10-15 minutes to Dartmouth. Excellent location and fine finishes.,Large 2 Bedroom apartment! Corner unit with lots of natural light. Brand new! Be the first to live in this unit. Very bright open concept kitchen with large island!,Rent is $2100 per month which includes water. You pay for your own heat / AC (heat pump) and electricity (baseboard heaters, lights and appliances). Laundry is free in the apartment with brand new ""all in one"" units that wash in dry in the same machine! All units are wired for FibreOp. Huge closet with lots of shelving for in unit storage.,All units have patio door with Juliette balcony, blinds, and an HRV system. Granite countertops with stainless steel appliances. Dishwasher included!,Storage lockers are available in the building for $79.99 per month, and parking starts at $100.00 per month.,Great shops, trails and restaurants nearby.,Contact us for todays and request your showing today!,Application Link: https://apartment-management.managebuilding.com/Resident/rental-application/new",44.60739,-63.61431
1 AND 2 BEDROOMS AVAILABLE JUNE 1ST! DOWNTOWN HALIFAX!!,2125,"Queen Street, Halifax, NS",2024-03-12T14:51:20.000Z,about 13 hours ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,No,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"Discover the charm of The Mills.,Nestled in the heart of Halifax’s downtown core, The Mills offers the added advantage of award-winning restaurants, fabulous boutique shops, amazing nightlife and culture all at your front doorstep. The nearby parks, festivals, markets and historical sites are just a short stroll away. Experience downtown Halifax at its finest. Also located in close proximity to all neighborhood amenities, including grocery stores and medical centers. Not to mention conveniently located minutes from Hospitals and Universities while sitting on the public transit line.,Our luxuriously designed suites feature oversized windows flooding the space with natural light, creating a bright and vibrant atmosphere. This 1-bedroom 1 bath boasts spacious, open concept living complimented by high quality finishes.,Amenities include:
Stunning Rooftop Terrace
Social Room
4 Stainless Steel Appliances
In-Suite Laundry
Hourly Visitor Parking
Keyless Entry
No smoking
On-Site Staff
Storage Lockers
Underground Parking
Video Surveillance,Don’t miss out!!! CONTACT OUR LEASING DEPARTMENT TODAY.,902-446-1470
info@themillshfx.ca",44.64267,-63.57595
Belmont Arms - 2 Bed/2 Bath avail May 1st.  Perfect for seniors!,3025,"Tower Road, Halifax, NS",2024-03-12T14:58:34.000Z,about 13 hours ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,No,"1,350",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Bicycle Parking,Storage Space,Elevator in Building",Owner,,"Bright and spacious 2-bedroom/2 bathroom in the South End!,Central yet quiet, your address at 1044 Tower Road will ensure that you don't miss a beat but live just far enough off the beaten path to enjoy some peace and quiet. Hop on the bus or take a walk to all things downtown or enjoy a nice stroll through Point Pleasant Park.,Contact Ashley for more details:
Phone: 902-446-1470
Email: adorey@westwoodgroup.ca",44.63459,-63.57843
Apartment for Rent,2300,"Cunard Street, Halifax, NS",2024-03-12T15:00:30.000Z,about 12 hours ago,Apartment,1,1,Water,Not Included,0,1 Year,Limited,825,No,Laundry (In Unit),Yes,,No,"Bicycle Parking,Elevator in Building",Owner,,"This unit is in a building containing seven (7) unique residential units and a rooftop garden. Constructed from mass timber, this award-winning building is designed around fresh air, daylight, and access to nature. This large unit faces south and has concrete floors, wood ceilings, floor to ceiling glass, beautiful appliances, and heat pumps. Share your neighbourhood with award-winning restaurants, boutiques, second-hand shops, colourful houses, and lively nightlife in the North End of Halifax.",44.65242,-63.58617
Rental Unit - Cunard Live/Work/Grow,3100,"5560 Cunard Street, Halifax, NS",2024-03-12T15:00:30.000Z,about 12 hours ago,Apartment,2,2,Water,Not Included,0,1 Year,No,"1,045",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Bicycle Parking,Elevator in Building",Owner,,"Beautiful two story unit with two bedrooms and two bathrooms. Constructed from mass timber, this award-winning building is designed around fresh air, daylight, and access to nature. This unit has concrete floors, wood ceilings, floor to ceiling glass, a large kitchen with beautiful appliances, and heat pumps. This spacious two bedroom and two bathroom unit has ample storage. 5560 Cunard Street Live Work Grow is a mixed-use building containing seven (7) unique residential units and a rooftop garden. Share the neighbourhood with award-winning restaurants, boutiques, second-hand shops, colourful houses, and lively nightlife in the North End of Halifax.",44.65242,-63.58617
"Central Halifax Modern Bachelor-Heat. HW, Incl NO PARKING-",1050,"5783 North St.apt #302, Halifax, NS, B3K 1N6",2024-03-12T15:12:00.000Z,about 12 hours ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,Bicycle Parking,Professional,,"302 for $1,050 per month .,Modern self contained bachelor apartment in Secure Apt building.Unit has full size bathroom with full size bathtub, shower, medicine cabinet and vanity, Kitchen has a fair amount of cupboards and counter space, there is a mini fridge, and two burners for your stove. Your sink, fridge, and stove, are one unit next to your counter. You may need a microwave, or a toaster oven.,There is coin operated laundry in the building, and NO PARKING. This is in walking distance to downtown and universities it is also on a great bus route.,Includes heat, and hot water.,Bus Route in all four directions from building.,Watch the video using this link https://youtube.com/shorts/htjephlULDA?featur,If interested call or text Joe at 902-233-1299.",44.65543,-63.59431
Fantastic 2 Level 2 bedroom in highly sought after Clayton Park,2295,"55 Gristmill Court, Halifax, NS, B3M 0B9",2024-03-12T15:12:00.000Z,about 12 hours ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Professional,www.olympusproperties.ca,"To apply please visit our site's homepage WWW.OLYMPUSPROPERTIES.CA,For general inquiries please contact Heather at 902-443-9720.,Large 2 bedroom 2 level unit at 55 Gristmill Court off Chadwick Place in the Clayton Park area of Halifax. The unit has new laminate in the living/dining room area, plus many other upgrades, including new windows. On one level are the kitchen, dining room, living room, and pantry. The other level has bedrooms, a bathroom, and a linen closet. The building is surrounded by a beautiful park-like setting with mature trees and a duck pond. Minutes away from Clayton Park Shopping Centre and Lacewood Bus Terminal you will find everything you need; groceries, pharmacies, banks, restaurants, car, and home care, a gym for women, hair salons, and more. The rent includes heat, hot and cold water, a fridge, stove, dishwasher and above-the-range microwave parking for one, and coin laundry.,NO PETS/ NO SMOKING,**PHOTOS OF A SIMILAR UNIT**",44.65888,-63.65886
2 bedroom. Avail. May 1st. $2275/mo (utilities included),,"Auburn Ave, Halifax, NS B3R 1K4",2024-03-12T15:15:32.000Z,about 12 hours ago,Apartment,2,1,"Hydro,Heat,Water",Not Included,0,1 Year,Limited,"1,200",No,"Laundry (In Building),Dishwasher",No,Yard,No,,Owner,,"This 2 bedroom, 1 bathroom flat has a large master bedroom with walk-in closet, good sized 2nd bedroom, finished loft (great for storage, office or playroom) and access to the backyard. Hardwood floors throughout.
The unit includes:
Stove
OTR microwave
Dishwasher
All utilities (power, heat, water)
Shared laundry
Shared parking.
No internet.
Convenient location in Spryfield close to the Elizabeth Sutherland Elementary School, wave pool, library, grocery, pharmacy, NSLC and hardware stores. 5 min walk to bus stop (9A and 9B)
Available May 1st. Fixed term lease.
Non smoking.
Tenant Insurance required.
One cat allowed. Sorry no dogs.
Tenant responsible for lawn maintenance and snow removal.
If interested please respond to ad with an introduction of yourself, your employment details, your rental history, number of occupants and cars. ",44.60271,-63.61507
BEAUTIFUL 1 BDRM OVERLOOKING THE NORTHWEST ARM!,1795,"7137 QUINPOOL ROAD, HALIFAX, NS, B3L 1C8",2024-03-12T15:30:01.000Z,about 12 hours ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,,"AVAILABLE April 1st,To schedule a viewing please contact Eileen at 902-404-1413, to fill out the online application Please click the forms option on our site's homepage: WWW.OLYMPUSPROPERTIES.CA,This beautiful 1 bedroom apartment with beautiful views of the Northwest Arm is located in an immaculate, quiet, and secure 26-unit building near the Armdale Rotary. Conveniently located within walking distance to the Halifax Shopping Centre and to downtown Halifax shopping Centre and to downtown Halifax. If you don't want to walk or drive the bus stops right outside the front door. Some other features include beautiful hardwood floors throughout, new light fixtures, new kitchen countertops, a Brand New fully renovated kitchen which includes a Dishwasher and microwave, on-site residential management, elevator service, parking, and coin-operated laundry for tenants. The rent for this apartment includes the heat and hot and cold water. Parking is available for an additional fee,PET-FREE / SMOKE-FREE,** PICTURES ARE OF ACTUAL UNIT***",44.64166,-63.61693
Beautiful One bedroom steps from the Hydrostone- $1795.00,1795,"3232 Isleville Street, Halifax, NS, B3K 3Y5",2024-03-12T15:36:00.000Z,about 12 hours ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,,"To fill out the application please visit our site's homepage: WWW.OLYMPUSPROPERTIES.CA, For inquiries contact Trevor at 902-495-1677.,This beautiful spacious 1 bedroom unit in the sought-after North End of Halifax, has a balcony, laminate floors throughout, and onsite super and coin-operated laundry. Heat, Hot and cold water, fridge, and stove are included in the rent. Parking is available for a fee.,Sorry, no pets and no smoking.",44.66343,-63.60312
"Bright & Spacious 3 Bedroom Unit in Halifax, 6 Appliances, New",2950,"13 Edgehill Road, Halifax, NS, B3N 1G5",2024-03-12T15:36:00.000Z,about 12 hours ago,Apartment,3,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Yard,No,,Professional,,,44.63557,-63.6282
