Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description,Latitude,Longitude,extraction_date
1 Bedroom in Halifax for May,1995,"1078 Tower Road, Halifax, NS, B3H 2Y5",2024-03-13T21:36:00.000Z,6 days ago,Apartment,1,1,,Not Included,0,1 Year,No,478,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,Bicycle Parking,Storage Space",Professional,towerapartments.ca,"Tower Apartments, an intimate 47-suite building, is renting a selection of well-appointed one- and two-bedroom suites, many with dens. Tower Apartments is the trendsetter for the future, a mid-century modern and sustainable take on apartment living that brings downtown sophistication to South end Halifax. At Tower Apartments residents can appreciate smart design, superb finishing features, exceptional amenities, and an unparalleled location in the heart of Halifax's South end. The lobby and suites have been designed by Break house to convey the characteristics of the original 1960s design. The exterior colors and detailing of the building were selected to celebrate the original era of the building, while the interior colors will reflect a youthful, modern redefinition of the retro vibe. Residents of Tower Apartments and their guests will enjoy the fourth-floor rooftop Tower Club with its full fitness center, lounge area, flat screen television, kitchenette, and rooftop terrace., ,- $160 / month,- $140 / month,$40 / month,Resident Managers,902 405 1078, info@towerapartments.ca ",44.63523,-63.57877,2024-03-19
Air Conditioned BIG TOP FLOOR North End apartment,2695,"3807 Mont Blanc Terrace, Halifax, NS, B3K 6R9",2024-03-13T21:54:00.000Z,6 days ago,Apartment,2 + Den,2,"Heat,Water",Not Included,0,1 Year,Limited,"1,382",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Storage Space,Elevator in Building",Professional,www.polycorp.ca,"About Mont Blanc:,Mont Blanc Terrace is a niche community of townhomes and two, four-storey apartment homes in Halifax's north end. Professionals, seniors, military, and those seeking a large apartment on the peninsula have chosen to make the Residences at Mont Blanc their home. When you come to take a look at this suite, make sure to check out the new, contemporary exterior finish!,To note:",44.67331,-63.60902,2024-03-19
Affordable 1 Bedroom Apartment - 23 Crystal Drive - $1499,1499,"23 Crystal Drive, Dartmouth, NS, B3A 4L3",2024-03-14T00:09:49.000Z,6 days ago,Apartment,1,1,Water,Not Included,0,1 Year,Yes,350,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,,,44.68759,-63.5815,2024-03-19
69 Farrell St - 1 Bedroom Apartment - $1749.00 INCLUDES HEAT/HW,1749,"69 Farrell St, Dartmouth, NS, B3A 4B3",2024-03-14T00:09:49.000Z,6 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,600,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,No,,Professional,,,44.6803,-63.58734,2024-03-19
PENDING 2B2B apartment. Walking distance to DAL/SMU/Hospital,2900,"1048 Wellington Street, Halifax, NS",2024-03-14T00:14:10.000Z,6 days ago,Condo,2,2,Water,Not Included,1,1 Year,Limited,700,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Pool,Concierge,24 Hour Security,Elevator in Building",Owner,,"This modern design building is one of the most popular condos in Halifax. Located in Halifax South End, a short walking distance to Saint Mary’s and Dalhousie Universities, Halifax Grammar School, hospital, and other living amenities. This building is 4 years young and includes comprehensive amenities as well as a park as your “back yard”. Building amenities include outdoor pool, 1,800 sf fully equipped fitness room, social outdoor terrace with gas fire-pits and social room. This beautiful unit is 700 sql with 2 beds and 2 baths on the 5th floor. This unit comes with an indoor underground parking. 1 year fixed term lease with option to renew.",44.63451,-63.57971,2024-03-19
Apartment for Rent,1400,"Westphal, NS B2Z 1B4",2024-03-14T01:50:33.000Z,6 days ago,Apartment,1,1,"Hydro,Heat,Water",Not Included,1,1 Year,No,400,No,"Laundry (In Unit),Fridge / Freezer",No,Yard,No,,Owner,,"*due to septic size and shared well, apartment is suitable for ONE person only*,1 bed / 1 bath apartment
$1,400/month
available now,details:
• heat, hot water, electricity included
• parking for one vehicle
• no pets, no exceptions
• security deposit of $700.00 due on approval
• confirmation of valid tenant insurance required prior move-in,tenant must pass identity, reference and credit checks. the following will be required:
- valid government photo ID
- proof of income (recent pay stubs and/or bank statements)
- proof of current address (ie: any government letter or bill with your name and current address),we thank all applicants for their interest, however only those being considered will be contacted.",44.69602,-63.46063,2024-03-19
Beautiful Fully Renovated 3 Bedroom + Den Apartment,2895,"Pine Grove Drive, Halifax, NS",2024-03-14T11:30:29.000Z,6 days ago,Apartment,3 + Den,2.5,Water,Not Included,2,1 Year,Limited,"1,500",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",Outdoors only,,Owner,,"Be the first tenants to live in this spacious, bright and tastefully renovated upper unit apartment in Halifax. Your new home boasts 5 new appliances, new flooring and a fresh coat of paint. Quick access to banks, schools, walking trails and only a 10 minute drive to Halifax Shopping Center. Water is included in the rent.,The four bedrooms, and 2 and a half baths are perfect for a family or for young professionals looking to share the rent.,The property has parking for two cars. It also has a large deck and back yard that will provide plenty of space to spend with the family or to entertain guests while enjoying the outdoors.,A very well-behaved pet will be considered. Smoking outside only please.,Available March 1st for a minimum of one year. Please note we are in the final stages of construction as the pictures will show. I will have updated photos once it is completed and cleaned.",44.61168,-63.61505,2024-03-19
"Spacious 1 bedroom available April 1 , South End Halifax",1675,"1856 Walnut St, Halifax, NS B3H 3S7",2024-03-14T12:50:59.000Z,6 days ago,Apartment,1,1,,Not Included,1,1 Year,Limited,800,No,,No,,Yes,,Owner,,"Spacious 1 bedroom available April 1. Rent includes heat, hot water, parking, 2 appliances. Laundry on site. Located on a quiet street close to universities, hospitals, bus route, minutes from shops. To book a viewing, contact Erin 902-499-8333",44.64381,-63.59534,2024-03-19
" 35-year-old , looking to rent a apartment or a room ",,"Nova Scotia Trunk 1, Windsor, NS, B3M4M9",2024-03-14T21:29:10.000Z,5 days ago,Apartment,2,1,,Not Included,1,Month-to-month,Limited,800,No,,No,,No,,Owner,,"I’m trying to find a one bedroom apartment or even a room to rent in the Windsor to Wolfville area my budget is 2000 a month max I would need parking but besides that I have no pets no girlfriends I don’t party, and I don’t smoke as well. If you have an extra room and want to make some extra money or an apartment to rent out please send me a message I would be looking to move in mid April, but I could pay for 1 April thanks ",44.67254,-63.67094,2024-03-19
Fantastic 1 bedroom Close to Irving shipyards/Stadacona,1995,"5511 Charles St., Halifax, NS, B3K 1K1",2024-03-14T21:42:00.000Z,5 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Professional,www.olympusproperties.ca,"For general inquiries please contact James at 902-209-0030, to apply for the unit please fill out the online application on our site's homepage: WWW.OLYMPUSPROPERTIES.CA, you can locate it in the menu under forms.,renovated large 1 bedroom unit, located at 5511 Charles Street near downtown Halifax. Professionally managed clean, quiet, secure 4-story 36-unit building with elevator. Only minutes away from downtown Halifax & Dartmouth, the MacDonald Bridge, Burnside Industrial Park, Stadacona Military Base, the Halifax Ship Yard, universities, hospitals, clinics, and all your necessary amenities. Rent includes heat, hot & cold water, fridge, stove, dishwasher, microwave, and coin-operated laundry. Parking outside is 100/mo, inside 150/mo. Great access to public transportation. Sorry, but no pets are allowed. NO SMOKING.,***PHOTOS ARE OF A SIMILAR UNIT***",44.65643,-63.59023,2024-03-19
"Beautiful, Upscale 2 bed in highly desirable The James June 1st",2595,"5620 South Street, Halifax, NS, B3J 0A7",2024-03-14T21:54:00.000Z,5 days ago,Apartment,2,1,Water,Not Included,0,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Elevator in Building",Professional,www.olympusproperties.ca,"Welcome to The James!,June 1st,To view please contact Karlo at 902-802-1704, To apply please fill out the online application on our site's homepage: WWW.OLYMPUSPROPERTIES.CA,The James is a luxury apartment complex conveniently located on South Street, When you walk into the lobby of this property you are greeted with a beautiful entranceway, you can feel safe living downtown with the secured building with 24-hour camera surveillance, no need for a car when you can walk to plenty of wonderful restaurants, cafe's, fresh groceries and all the wonderful shops on Spring Garden Road. Students and professionals alike will love the convenience of the downtown location while having the luxury of an onsite fitness center, fantastic views of the downtown core, underground heated parking/ outdoor parking, and onsite professional resident managers, This fantastic 2 Bedroom unit features, amazing views of the city. What better place to sip your morning latte than your private balcony overlooking to City.,Each unit comes with Stainless steel appliances dishwasher, a fridge, a stove, and water all included. This property is Pet/smoke-free.,Pictures are of a similar unit.",44.63849,-63.57541,2024-03-19
2 Bedrooms + DEN in Halifax for June,4615,"7037 Mumford Rd, Halifax, NS, B3L 2J1",2024-03-15T00:08:38.000Z,5 days ago,Apartment,2 + Den,3,,Not Included,0,1 Year,Limited,"1,668",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,west22living.com,"West22 towers above the epicentre of Halifax's quintessential suburban West End neighbourhood. The building embraces contemporary Nordic-inspired architecture, along with modern amenities and finishes, to create a relaxed atmosphere with an abundance of natural light in every corner. Stunning views of the city elevate everyday living, while the surrounding community offers limitless options for entertainment and activities. Thoughtfully appointed suites have been designed to fit your sophisticated, dynamic lifestyle. Spacious floor plans and private outdoor terraces add to the feeling of home. The top three floors of West22 are dedicated to six prestigious penthouses, making for a distinct feature of this first-class residence. Living in the West End, you're in the midst of everything the city has to explore. Dining, shopping, and entertainment districts are only minutes away, as well as the famed Ashburn Golf Course and breathtaking ocean views from the Armdale Yacht Club. You have it all at West22.,2 ,A stylish resident lounge, The Salon has a dining room and kitchen that's fully equipped with sleek furnishings, stainless steel appliances, and plenty of space to enjoy small and large gatherings with friends.,A fully lit, outdoor Garden Terrace brings neighbours together, day and night, to enjoy views of the city and the beautiful nature that surrounds.,The multi-purpose Room 22 is the perfect place for relaxing and having fun. Whether you're hosting a book club in the library or a game of cards with friends, there are endless uses for this shared entertainment space.,Access to your private, fully equipped Fit Centre 24/7 means you won't need to venture far to work up a sweat.,The multi-purpose Fit Studio is the perfect venue for a variety of health and wellness activities like yoga, Pilates, dance, and exercise classes.,Enjoy a change of scenery while working from home in one of two Office Pods. Exclusive to West22, these private, solo spaces will help you focus on your important tasks at hand.,Enjoy the convenience of your secure Parcel Room,When friends or family visit, you'll have a fully furnished, one-bedroom Guest Suite to offer as their home away from home. An open concept living room in view of the kitchen and dining space, along with a spacious bedroom and ensuite bath await their stay.,Resident Managers, 902.406.7037,info@west22living.com,www.west22living.com ",44.65015,-63.62388,2024-03-19
Palace Royale - 2 Bedroom Apartment for Rent,2450,"333 Main Avenue, Halifax, NS, B3S 0B6",2024-03-15T00:08:39.000Z,5 days ago,Apartment,2,2,Heat,Not Included,0,1 Year,Limited,Not Available,No,Laundry (In Unit),No,,No,Elevator in Building,Professional,www.templetonproperties.ca,"Welcome to Palace Royale, a stunning mid-rise apartment property located in the vibrant city of Halifax, Nova Scotia. With its prime location just a 5-minute drive from the bustling Bayers Lake Shopping District and public transit options nearby, this property is a dream come true for young families, retirees, and couples alike. At Palace Royale, we understand the needs of young families, and that's why we provide an array of amenities to make your life easier. With indoor and outdoor parking available, you won't have to worry about finding a spot for your vehicle. Our elevators make it easy for families with strollers or elderly residents to move around effortlessly.,Our dedicated on-site staff is always ready to assist you with any concerns or inquiries you may have, ensuring a seamless living experience. For retirees looking to enjoy their golden years in comfort, Palace Royale offers a serene and peaceful atmosphere. Our social room provides a perfect space for socializing and connecting with fellow residents. Whether you want to host a card game or simply have a cup of coffee with friends, this space is truly a gem. Stay active and maintain a healthy lifestyle in our fully-equipped fitness room, where you can keep up with your exercise routine without having to leave the building.,Couples will find Palace Royale to be an ideal place to call home. The beautiful building boasts a modern design, with attention to detail and aesthetics. Step into your stylish and spacious apartment and experience the perfect balance of comfort and luxury. Whether you're unwinding on your private balcony or enjoying the breathtaking views from your living room, you'll truly feel at ease in your new home. Don't miss out on the opportunity to be a part of the Palace Royale community. Contact us today to schedule a tour and discover the perfect apartment that suits your lifestyle. ,Welcome to Palace Royale, a stunning mid-rise apartment property located in the vibrant city of Halifax, Nova Scotia. With its prime location just a 5-minute drive from the bustling Bayers Lake Shopping District and public transit options nearby, this property is a dream come true for young families, retirees, and couples alike. At Palace Royale, we understand the needs of young families, and that's why we provide an array of amenities to make your life easier. With indoor and outdoor parking available, you won't have to worry about finding a spot for your vehicle. Our elevators make it easy for families with strollers or elderly residents to move around effortlessly.,Our dedicated on-site staff is always ready to assist you with any concerns or inquiries you may have, ensuring a seamless living experience. For retirees looking to enjoy their golden years in comfort, Palace Royale offers a serene and peaceful atmosphere. Our social room provides a perfect space for socializing and connecting with fellow residents. Whether you want to host a card game or simply have a cup of coffee with friends, this space is truly a gem. Stay active and maintain a healthy lifestyle in our fully-equipped fitness room, where you can keep up with your exercise routine without having to leave the building.,Couples will find Palace Royale to be an ideal place to call home. The beautiful building boasts a modern design, with attention to detail and aesthetics. Step into your stylish and spacious apartment and experience the perfect balance of comfort and luxury. Whether you're unwinding on your private balcony or enjoying the breathtaking views from your living room, you'll truly feel at ease in your new home. Don't miss out on the opportunity to be a part of the Palace Royale community. Contact us today to schedule a tour and discover the perfect apartment that suits your lifestyle.,Welcome to Palace Royale, a stunning mid-rise apartment property located in the vibrant city of Halifax, Nova Scotia. With its prime location just a 5-minute drive from the bustling Bayers Lake Shopping District and public transit options nearby, this property is a dream come true for young families, retirees, and couples alike. At Palace Royale, we understand the needs of young families, and that's why we provide an array of amenities to make your life easier. With indoor and outdoor parking available, you won't have to worry about finding a spot for your vehicle. Our elevators make it easy for families with strollers or elderly residents to move around effortlessly.,Our dedicated on-site staff is always ready to assist you with any concerns or inquiries you may have, ensuring a seamless living experience. For retirees looking to enjoy their golden years in comfort, Palace Royale offers a serene and peaceful atmosphere. Our social room provides a perfect space for socializing and connecting with fellow residents. Whether you want to host a card game or simply have a cup of coffee with friends, this space is truly a gem. Stay active and maintain a healthy lifestyle in our fully-equipped fitness room, where you can keep up with your exercise routine without having to leave the building.,Couples will find Palace Royale to be an ideal place to call home. The beautiful building boasts a modern design, with attention to detail and aesthetics. Step into your stylish and spacious apartment and experience the perfect balance of comfort and luxury. Whether you're unwinding on your private balcony or enjoying the breathtaking views from your living room, you'll truly feel at ease in your new home. Don't miss out on the opportunity to be a part of the Palace Royale community. Contact us today to schedule a tour and discover the perfect apartment that suits your lifestyle.,Located in Clayton Park, only a 5 minute walk from major bus routes, and close to all of Bayers Lake Business Park shops, and minutes away from Downtown Halifax by car.",44.65147,-63.65379,2024-03-19
Lower Sackville - 2 Bedroom Unit - Immediate Availability!,1795,"271 Stokil Drive, Lower Sackville, NS, B4C 4E2",2024-03-15T00:08:56.000Z,5 days ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,www.ccpmgroup.ca,"271 & 279 Stokil Drive, Lower Sackville, NS,Located in the picturesque Armcrest Estates subdivision, this property offers a large two bedroom corner apartments in a small, quiet, ,community based building close to public transit. Dont miss out on your opportunity to stay in this easily accessible Sackville sub-division.,This unit has laminate in the livingroom and brand new carpets in the bedroom.,this building also offers security features through building intercom, video surveillance, and an on-site resident manager.,We include: fridge and stove, heat, water, hot water and one (surface) parking spot in our rent. We have coin-operated laundry on-site.,We allow cats, sorry no other pets are permitted.,For more information or to Arrange a viewing please contact:,Mike Barnaby,Resident Manager,armcrest@ccpmgroup.ca,902-456-7795,www.ccpmgroup.ca",44.78965,-63.68916,2024-03-19
307 Prince Albert Rd - 1 + Den Bedroom Apartment for Rent,2175,"307 Prince Albert Road, Dartmouth, NS, B2Y 1N3",2024-03-15T00:52:32.000Z,5 days ago,Apartment,2,1,Water,Not Included,0,1 Year,No,"1,016",No,,No,,No,,Professional,www.bluebasingroup.ca,"Large open living areas nestled by Lake Banook Dartmouth. Close to ammenities and schools, trails and shopping,  offers the comforts of urban living with the seclusion of a modern village. Minutes away from the heart of Dartmouth. 307 Prince Albert Road offers contemporary design, balconies and European built kitchens in a secure modern building.,Features & Amenities:,902 405-4699,info@bluebasin.ca,Contemporary Design with Unique Layouts & Designer finishes,Lake Views,Heat Pump Air Conditioning,Choice of Indoor (Limited supply),Electric Car charging,Storage Rooms available,Resident Lounge,Fitness Gym,Building Wifi,Samsung Appliances,European Built Kitchens w soft close,Quartz counters,In-Suite Laundry,On-Site manager",44.67902,-63.55067,2024-03-19
307 Prince Albert Rd - 2 Bedroom Apartment for Rent,2725,"307 Prince Albert Road, Dartmouth, NS, B2Y 1N3",2024-03-15T00:52:33.000Z,5 days ago,Apartment,2,2,Water,Not Included,0,1 Year,No,"1,270",No,,No,,No,,Professional,www.bluebasingroup.ca,"Large open living areas nestled by Lake Banook Dartmouth. Close to ammenities and schools, trails and shopping,  offers the comforts of urban living with the seclusion of a modern village. Minutes away from the heart of Dartmouth. 307 Prince Albert Road offers contemporary design, balconies and European built kitchens in a secure modern building.,Features & Amenities:,902 405-4699,info@bluebasin.ca,Contemporary Design with Unique Layouts & Designer finishes,Lake Views,Heat Pump Air Conditioning,Choice of Indoor (Limited supply),Electric Car charging,Storage Rooms available,Resident Lounge,Fitness Gym,Building Wifi,Samsung Appliances,European Built Kitchens w soft close,Quartz counters,In-Suite Laundry,On-Site manager",44.67902,-63.55067,2024-03-19
1 Bed 1 Bath Apartment Available 1st April Darmouth,1351,"Dartmouth, NS B3A",2024-03-15T01:11:36.000Z,5 days ago,Apartment,1,1,Water,Not Included,1,1 Year,No,1,No,Laundry (In Building),No,,Outdoors only,,Owner,,"1 Bed 1 Bath Apartment available in Fully renovated building from April 1st to November 1st with option to extend. These suites feature granite countertops, stainless steel appliances and lots of natural light! Available for $1351.50 per month, rent includes water and 1 Parking Spot. Tenants pay electricity. Couple occupant max.
5mins driving to Sobey, Meat Market, Union Foodmart, etc.
Bus stop just right at the front of the building which can take you to the Dartmouth Downtown. 5mins walk to Albro Lake and Albro Park.
If you are interested to book for a viewing, please send me a message and introduce about your self.
Building Features:
-Stainless steel appliances
-Dishwasher
-Granite countertops
-Included parking
-Outdoor space
-Walking distance to the lake and trail",44.68289,-63.58237,2024-03-19
One Bedroom apt for rent ,1350,"2709 Agricola St, Halifax, NS B3K 4C7",2024-03-15T01:25:16.000Z,5 days ago,Apartment,1,1,,Not Included,0,1 Year,No,500,No,,Yes,,No,,Owner,,"Cozy new one bedroom apt for rent with front access and back access with large outdoor deck
Centrally located at 2709 Agricola street
Onsite washer and dryer street parking only if you have a car ",44.65715,-63.59571,2024-03-19
2 Bedroom plus Den available in West Bedford,2395,"Ledgegate Lane, Bedford, NS",2024-03-15T07:42:54.000Z,5 days ago,Apartment,2 + Den,2,"Heat,Water",Not Included,1,1 Year,No,"1,450",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"2 Bedroom + Den unit available for April 1.
Serious Inquiries only please - please reach out to request an application and/or set up a viewing.
Please note: the Building does not accept dogs and has a NO Smoking policy",44.70697,-63.69734,2024-03-19
"76 Place Apartments - 2 Bdrm available at 76 Armenia Drive, Bedf",2525,"76 Armenia Drive, Bedford, NS, B4A 0J9",2024-03-15T11:06:00.000Z,5 days ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,Yes,"1,338",Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca,"Visit our Website: https://www.capreit.ca/apartments-for-rent/bedford-ns/76-place-apartments/,76 Place luxury apartments is a 6-story building nestled on a quiet cul-de-sac with all the finishes you would expect of a high end building in this sought after area. Located in a spectacular park-like setting with a natural forest backdrop and beautiful landscaping., , ,What's included in your rent,Heat, Parking, Storage, Water,Have Questions? Contact the Property Manager: (902) 701-4421",44.70162,-63.69171,2024-03-19
1br May 1st North End Halifax,1725,"Gottingen Street, Halifax, NS",2024-03-15T11:31:51.000Z,5 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,539,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Owner,,"The VÉLO puts you right in the heart of Halifax's energetic and eclectic North End - one of the hottest places to be right now - and just a quick walk or bike ride to the downtown.,Completed in 2018, the VÉLO is more than an apartment building, it’s a way of life.
Community amenities include:
Interesting retail shops on the ground floor such as Real Fake Meats, Vandal Doughnuts, Springhouse, Blue Collar Barbershop, G Street Pizza and Tusket Falls Beer Project.
•	Community gym
•	Rooftop BBQ patio with view of the harbour
•	Community Garden,Building and Apartment Unit Amenities Include:
•	Energy efficient In-floor heat
•	Air conditioning
•	Triple glazed windows for energy and sound reduction
•	Quartz countertops with eat in kitchens
•	In suite laundry plus stainless steel Fridge, Stove, Dishwasher, Microwave
•	Each unit has its own ventilation system
•	Pre-wired for Fibe TV and Internet service
•	Public transit at your door 3 to 4 blocks to Downtown and the Halifax Commons
•	Indoor bike parking and maintenance centre
•	Cats allowed. Sorry no dogs or other pets are permitted
•	All units have balconies (except studios)
•	Rent includes heat and hot water,** Please note that applications must be completed in full for viewing appointments.
http://veloapartments.ca/veloapply.php,http://www.veloapartments.ca/velo1bedden.php,*Pics are representative of units and may not be the specific unit for rent*",44.65389,-63.58637,2024-03-19
Bachelor Units for Rent - Move in Ready,1300,"1271 Church Street, Halifax, NS, B3J 3L3",2024-03-15T11:57:50.000Z,5 days ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,Elevator in Building,Professional,,"Do you want to be surrounded by the beauty and excitement of downtown Halifax? Church Hill Apartments is the perfect place to call home. With a Walk Score of 98, Church Hill Apartments is a walkers paradise. Everything you could ever need is at your doorstep including the Historic Halifax Waterfront, shopping, entertainment, restaurants and so much more!,We offer spacious and bright bachelor and one bedroom units. ,Call us today to book a tour of your new home at Church Hill Apartments.,Our Bachelor Units are $1300 per month.,Rent includes heat and hot water. ,Electricity is extra. ,Outdoor and Indoor parking is also available at additional cost.",44.64078,-63.57338,2024-03-19
One Bedroom Units for Rent - Move in Ready,1650,"1271 Church Street, Halifax, NS, B3J 3L3",2024-03-15T11:57:54.000Z,5 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Yes,Not Available,No,Laundry (In Building),No,,No,,Professional,,"Do you want to be surrounded by the beauty and excitement of downtown Halifax? Church Hill Apartments is the perfect place to call home. With a Walk Score of 98, Church Hill Apartments is a walkers paradise. Everything you could ever need is at your doorstep including the Historic Halifax Waterfront, shopping, entertainment, restaurants and so much more!,We offer spacious and bright bachelor and one bedroom units.,Call us today to book a tour of your new home at Church Hill Apartments.,Our One Bedroom Units rent for $1650 per month.,Rent includes heat and hot water. ,Electricity is extra. ,Outdoor and Indoor parking is also available at additional cost.",44.64078,-63.57338,2024-03-19
2 Bedroom Flat in Halifax,2300,"Philip Street, Halifax, NS",2024-03-15T12:50:47.000Z,5 days ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,No,"1,005",No,Laundry (In Building),No,Balcony,Outdoors only,Storage Space,Owner,,"Newly Renovated 2 Bedroom apartment in a beautiful Halifax Neighborhood, available for March First. Walking distance to many amenities, parks, and bus terminal. The apartment includes 2 spacious bedrooms, 1 full bathroom, large kitchen, large living room, storage and deck. (Heat and Water are included in the rent)
This would be a great family home.
Please e-mail to set up a viewing.",44.64386,-63.61678,2024-03-19
Two bedroom unit with deck- heat/hot water included,2400,"Young Ave, Halifax, NS B3H 2V3",2024-03-15T13:26:04.000Z,5 days ago,Apartment,2,1,,Not Included,0,1 Year,Yes,550,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,,Owner,,"This cosy and bright 2 bedroom is undergoing renovations to include new kitchen (including dishwasher, microwave), updated bathroom (with washer/dryer) and new flooring throughout. Available April 1.
Located in the south end, next to Point Pleasant Park in a beautiful home. The house is owner occupied (ground floor) and suitable for tenants who are looking to live in a a quiet, pet-friendly home.
Close to Saint Mary’s, Dalhousie, Hospitals, downtown. Option to rent one parking space. ",44.62737,-63.57251,2024-03-19
1 Bed room with bath - on the ocean with beautiful views,800,"Portuguese Cove, NS B3V 1K2",2024-03-15T13:53:57.000Z,5 days ago,Basement,1 + Den,1,"Hydro,Heat,Water",,1,1 Year,No,900,Yes,Laundry (In Unit),No,Balcony,No,,Owner,,"Rental of lower level, large water view windows, with wifi, furnished, washer and dryer(shared), own entry and deck. utilities included, Roku TV, cable, 1/2 bath plus shared bath upstairs with shower. Beautiful views, star lite nights. No pets, No Smoking. Must have secure income. Parking included. 1 bedroom plus rec room. Must have vehicle, not on bus route. 15 mins from Armdale rotary. Best for 1 single person. Shared accommodations. Come enjoy life on the seaside in the country.",44.51398,-63.53567,2024-03-19
"**FREE MONTH! ** Move in now, don't pay until March!",2884,"5800 South St., Halifax, NS, B3H 0A7",2024-03-15T14:21:19.000Z,5 days ago,Apartment,2,2,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com,"5800 South is located in the citys most sought-after South End neighborhood. With the urban scene of Spring Garden Road district just blocks away, it is also convenient to the nearby markets, hospitals, universities, parks, downtown central business district, and entertainment venues.,5800 South has been carefully designed to offer a vibrant and serene living environment by utilizing natural and sustainable materials, artful color schemes, and quality finishes throughout. The lush rooftop gardens bring the beauty of the outdoors to your doorstep, creating a sense of ease, privacy, and well-being in the heart of the city.,Amenities",44.63744,-63.58012,2024-03-19
2 Bedroom Coming Available,2389,"1200 Tower Rd., Halifax, NS, B3H 4K6",2024-03-15T14:21:23.000Z,5 days ago,Apartment,2,1,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com,"Enjoy the city lifestyle in this prime South End location. South Tower offers a quiet building to call home while only steps away from the citys most popular shopping destinations, many restaurants and the bustling activity of Spring Garden Road.",44.63764,-63.57929,2024-03-19
Rental Unit - Cunard Live/Work/Grow,3100,"5560 Cunard Street, Halifax, NS",2024-03-15T15:00:43.000Z,4 days ago,Apartment,2,2,Water,Not Included,0,1 Year,No,"1,045",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Bicycle Parking,Elevator in Building",Owner,,"Beautiful two story unit with two bedrooms and two bathrooms. Constructed from mass timber, this award-winning building is designed around fresh air, daylight, and access to nature. This unit has concrete floors, wood ceilings, floor to ceiling glass, a large kitchen with beautiful appliances, and heat pumps. This spacious two bedroom and two bathroom unit has ample storage. 5560 Cunard Street Live Work Grow is a mixed-use building containing seven (7) unique residential units and a rooftop garden. Share the neighbourhood with award-winning restaurants, boutiques, second-hand shops, colourful houses, and lively nightlife in the North End of Halifax.",44.65242,-63.58617,2024-03-19
"1 Bedroom, 1 Bath in Lower Sackville - April 15",1700,"249 Sackville Drive, Lower Sackville, NS",2024-03-15T15:17:41.000Z,4 days ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,800,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"24 Hour Security,Storage Space,Elevator in Building",Owner,,"THE KING FISHER – 249 SACKVILLE DRIVE,Apartment Features:
-Approximately 800 sq/ft
-Balcony
-Stainless steel fridge, stove, dishwasher, microwave
-Laundry Room in unit
-Laminate/Tile,-Air conditioning
Building Features:
-Underground parking and storage if available
-Intercom security in building
-Minutes from restaurants and shopping
-Conveniently located on bus route,Rent includes heat, hot water, six appliances, balcony, and outdoor parking. No dogs.,For more information or to view the apartment please contact kingfisher@brookshire.ca,This building and floor plans can also be viewed on Kingfisher.ca",44.76074,-63.67008,2024-03-19
