Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name
2 BEDROOM UNITS --AVAILABLE NOW -- 2766 GLADSTONE STREET,,"Halifax, NS B3K 4W5",2024-02-01T13:04:32.000Z,28 days ago,Apartment,2,2.0,"Heat,Water",Not Included,0,1 Year,Limited,"1,100",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Looking for a 2 bedroom apartment in Bridgewater ,,"1333 S Park St, Halifax, B3J 2K9",2024-02-01T15:38:55.000Z,28 days ago,Apartment,2,1.5,,Not Included,2,1 Year,No,100,No,,Yes,,No,,Owner,
Transfer lease for the master bedroom in a 2b2b,1449.0,"1585 Barrington St, Halifax, NS B3J 1Z8",2024-02-01T20:39:17.000Z,28 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Limited,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,Elevator in Building",Owner,
Park Victoria Apartments - 2 Bdrm available at 1333 South Park S,2635.0,"1333 South Park Street, Halifax, NS, B3J 2K9",2024-02-01T21:06:00.000Z,28 days ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Yes,830,No,Laundry (In Building),No,Balcony,No,"Bicycle Parking,Elevator in Building",Professional,www.capreit.ca
The Liam Sackville Dr 2 Bedroom Ready for June 1st,2550.0,"533 Sackville Dr., Lower Sackville, NS, B4C 2S1",2024-02-01T21:36:01.000Z,28 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,,Professional,
Somerset Place Apartments - Bachelor available at 1030 South Par,1880.0,"1030 South Park Street, Halifax, NS, B3J 2K9",2024-02-01T21:54:00.000Z,28 days ago,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,Yes,500,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.capreit.ca
Park Victoria Apartments - 1 Bdrm available at 1333 South Park S,2110.0,"1333 South Park Street, Halifax, NS, B3J 2K9",2024-02-01T22:00:00.000Z,28 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Yes,614,No,Laundry (In Building),No,Balcony,No,"Bicycle Parking,Elevator in Building",Professional,www.capreit.ca
"Spring Garden - 1 Bdrm available at 5770 Spring Garden Road, Hal",2080.0,"5770 Spring Garden Road, Halifax, NS, B3H 4J8",2024-02-02T00:07:27.000Z,28 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Yes,743,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Pool,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca
Large Three Bedroom Flat Available January 1st in Halifax,2250.0,"Halifax, NS B3M 2J8",2024-02-02T12:41:06.000Z,27 days ago,Apartment,3,1.0,"Heat,Water",Not Included,3+,1 Year,Yes,"1,500",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Yard,Outdoors only,,Professional,
room for rent 1000,2000.0,"Newport, NS B0N 2A0",2024-02-02T14:22:28.000Z,27 days ago,Apartment,2 + Den,1.0,"Heat,Water",,1,1 Year,No,980,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",Outdoors only,,Owner,
4 bedroom 2 bathroom apartment (May to August 2024),850.0,"Coburg Rd, Halifax, NS B3H 2A1",2024-02-02T20:10:21.000Z,27 days ago,Apartment,4,2.0,"Heat,Water",Not Included,0,Month-to-month,No,700,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Owner,
1 bedroom available for rent in 2 bedroom apartment,,"Halifax, NS B3J",2024-02-02T20:49:48.000Z,27 days ago,Apartment,2,1.0,,Not Included,0,1 Year,Yes,900,No,Laundry (In Unit),No,,No,,Owner,
Punjabi girl on sharing basis ,550.0,"6 Hilden Dr, Halifax, NS B3R 1K2",2024-02-03T02:14:12.000Z,27 days ago,Apartment,2,2.0,"Hydro,Heat,Water",,3+,1 Year,No,1,Yes,Laundry (In Unit),Yes,Balcony,No,24 Hour Security,Owner,
One Bedroom Apartment ,1550.0,"Fleetview Dr, Halifax, NS B3M",2024-02-03T02:32:34.000Z,27 days ago,Basement,Bachelor/Studio,1.0,,Not Included,1,Month-to-month,No,"1,050",Yes,,Yes,,No,,Owner,
Coming soon: Newly Renovated 2 Bedroom Apartment,,"1000 Micmac Blvd., Dartmouth, NS, B3A 4M7",2024-02-05T21:30:01.000Z,24 days ago,Apartment,2,2.0,,Not Included,0,1 Year,Limited,Not Available,No,,No,,Outdoors only,,Professional,www.armoururban.com
Coming soon: Newly Renovated 1 Bedroom Apartment,,"1000 Micmac Blvd., Dartmouth, NS, B3A 4M7",2024-02-05T21:36:01.000Z,24 days ago,Apartment,1,1.0,,Not Included,0,1 Year,No,Not Available,No,,No,,Outdoors only,,Professional,www.armoururban.com
Coming soon: Newly Renovated Bachelor Apartment,,"1000 Micmac Blvd., Dartmouth, NS, B3A 4M7",2024-02-05T21:42:01.000Z,24 days ago,Apartment,Bachelor/Studio,1.0,,Not Included,0,1 Year,Limited,Not Available,No,,No,,Outdoors only,,Professional,www.armoururban.com
Seeking Pet Friendly Apartment,1500.0,"NS-207, Dartmouth, NS, B2X2T3",2024-02-06T00:31:24.000Z,24 days ago,Apartment,1,1.0,,Not Included,1,1 Year,Yes,"1,616",No,,No,,Outdoors only,,Owner,
3 Bedroom flat,900.0,"Rosedale Ave, Halifax, NS B3N",2024-02-06T14:51:57.000Z,23 days ago,Apartment,3 + Den,1.5,,Not Included,0,Month-to-month,No,"1,500",Yes,,Yes,,No,,Professional,
3 beds + 1 den + 2 bathrooms appartement ,3200.0,"2470 Quinn St, Halifax, NS B3L 3E7",2024-02-06T15:33:18.000Z,23 days ago,Apartment,3 + Den,2.0,"Heat,Water",Not Included,1,1 Year,No,"1,200",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,Outdoors only,,Owner,
Charming Country Retreat with Modern Comforts!,2000.0,"586 Pockwock Road, Upper Hammonds Plains, NS, B2N 1N2",2024-02-06T21:54:02.000Z,23 days ago,Apartment,2,2.0,Water,Not Included,1,1 Year,Yes,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,,Professional,www.splitrockproperties.ca
Free for half of month Halifax DT 2b2b Condo The Vuze,1245.0,"5633 Fenwick St, Halifax, NS B3H 4M2",2024-02-06T22:06:52.000Z,23 days ago,Apartment,2,2.0,,Not Included,1,Month-to-month,Yes,"1,600",Yes,,Yes,,Outdoors only,,Owner,
2 bedroom apartment - available before March 1,1395.0,"NS-103, Lakeside, B3T",2024-02-06T23:52:13.000Z,23 days ago,Apartment,2,1.0,Water,Not Included,1,1 Year,Limited,820,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,
252 Victoria Road - 1 Bedroom Apartment - March 1 - $1599,1599.0,"252 Victoria Road, Dartmouth, NS, B3A 1X1",2024-02-07T15:07:55.000Z,22 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,500,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,,Professional,
1 BDRM for rent,700.0,"Hacketts Cove, NS B3Z 3K3",2024-02-07T17:09:29.000Z,22 days ago,Apartment,2,1.0,Water,Not Included,3+,Month-to-month,Limited,"1,200",No,Laundry (In Unit),No,Yard,Outdoors only,,Owner,
"for rent 2 bedroom apartment plus 2 bathroom for april,1/2024",2450.0,"Halifax, NS B3S 0B6",2024-02-07T19:11:17.000Z,22 days ago,Apartment,2,2.0,"Hydro,Heat,Water",Not Included,0,1 Year,Limited,"1,300",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,Outdoors only,"Gym,Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Ford 3600,4900.0,,,,,,,,,,,,,,,,,,,Owner,
Homemade Tiffin Service - STARTING AT $10,,"St. Catharines, ON L2T, Canada",,,Offers cashless payment,,,,,,,,,,,,,,,Private seller,
Modern & Spacious || 1 Bed + Den Seniors Only || $1895 || August,1895.0,"Appaloosa Run, Hammonds Plains, NS",2024-02-08T18:45:59.000Z,21 days ago,Apartment,1 + Den,1.5,"Heat,Water",Not Included,0,1 Year,Limited,"1,000",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Storage Space,Elevator in Building",Owner,
1 bedroom apartment with 1 parking spot underground avaliablenow,1795.0,"52 Supreme Ct, Halifax, NS B3N 2L4",2024-02-08T19:04:10.000Z,21 days ago,Apartment,1,1.0,,Not Included,1,1 Year,No,"1,000",No,,Yes,,Outdoors only,,Owner,
One Bedroom Apartment,1500.0,"1510 Lilac St, Halifax, NS B3H 3W3",2024-02-08T19:36:28.000Z,21 days ago,Condo,1,1.0,"Heat,Water",Not Included,0,1 Year,No,400,No,,No,,No,,Owner,
Healthcare worker trying to relocate to New Glasgow  for April 1,1400.0,"NS-104, New Glasgow, NS, B2S3H6",2024-02-08T21:20:40.000Z,21 days ago,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,1 Year,Yes,800,No,"Laundry (In Unit),Fridge / Freezer",No,,Outdoors only,,Owner,
2 Bed plus Den Available for 1-March,2345.0,"Halifax, NS B3M 0A1",2024-02-08T22:40:06.000Z,21 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,1,1 Year,Limited,"1,250",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,Elevator in Building,Owner,
PRE-LEASING ROYAL TOWER 2,2530.0,"Windmill Rd, Dartmouth, NS, B3B 1B7",2024-02-09T00:15:52.000Z,21 days ago,Apartment,2 + Den,2.0,,Not Included,1,1 Year,Limited,"1,610",No,,Yes,,No,,Owner,
Spacious 4 bedroom apartment with the bay view,2850.0,"Halifax, NS B3M",2024-02-09T01:58:52.000Z,21 days ago,Apartment,4,2.0,"Hydro,Heat,Water",Not Included,0,1 Year,No,"1,500",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Gym,Storage Space,Elevator in Building",Owner,
"Bachelor Apartment - 252 Victoria Road - March 1, April 1, May 1",1450.0,"252 Victoria Road, Dartmouth, NS, B3A 1X1",2024-02-09T12:42:00.000Z,20 days ago,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,Yes,400,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,No,,Professional,
South End Bachelor Apt - $1429 - Sublet or Lease Takeover,1429.0,"South Street, Halifax, NS",2024-02-09T16:15:34.000Z,20 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",Not Included,0,1 Year,Yes,350,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,
3 Bedroom in Dartmouth for March,2295.0,"31 Russell Lake Drive, Dartmouth, NS, B2W 6J3",2024-02-09T16:30:00.000Z,20 days ago,Apartment,3,1.5,"Heat,Water",Not Included,0,1 Year,No,"1,452",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,Bicycle Parking,Storage Space",Professional,www.lakecrestestates.ca
"1 Bedroom in 2 Bedroom Unit - $1,350",1350.0,"5665 Roberts St, Halifax, NS B3K 1J5",2024-02-12T15:27:38.000Z,17 days ago,Apartment,1,1.0,,Not Included,1,1 Year,Yes,"1,033",No,,Yes,,No,,Owner,
"Now or March 1 Big 3 bedroom near Mt St Vincent $2,700 all in",2700.0,"111 Melody Drive, Halifax, NS",2024-02-12T17:10:19.000Z,17 days ago,Apartment,3,1.0,"Hydro,Heat,Water",Not Included,3+,1 Year,Limited,"1,500",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Yard,No,Storage Space,Professional,
Searching 1 - 2 bedroom apartment - $1250 a month/$1700 all incl,1500.0,"Musquodoboit Harbour, Halifax, B0J2L0",2024-02-12T17:33:07.000Z,17 days ago,Apartment,1,1.0,,Not Included,1,1 Year,No,650,No,,No,,Outdoors only,,Owner,
Two-Bedroom Plus Den Apartment in the Heart of Dartmouth,2500.0,"7 Horizon Court, Dartmouth, NS, B3A 4R2",2024-02-12T19:33:19.000Z,17 days ago,Apartment,2 + Den,2.0,,Not Included,0,1 Year,No,"1,292",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.horizoncourt.ca
Two Bedroom Plus Den Apartment in the Heart of Dartmouth,2450.0,"11 Horizon Court, Dartmouth, NS, B3A 4X5",2024-02-12T19:33:25.000Z,17 days ago,Apartment,2 + Den,2.0,,Not Included,0,1 Year,No,"1,200",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Professional,www.horizoncourt.ca
"Carrington Place - 1 Bedroom, 1 Bathroom Apartment for Rent",1935.0,"26 Carrington PL, Halifax, NS, B3S 1J8",2024-02-13T00:07:32.000Z,17 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Fridge / Freezer",No,Balcony,Yes,"24 Hour Security,Storage Space,Elevator in Building",Professional,www.hazelviewproperties.com
Clayton Park - Two Bedroom - March,2095.0,"Halifax, NS B3S 1P4",2024-02-13T12:03:50.000Z,16 days ago,Apartment,2,2.0,"Heat,Water",Not Included,1,1 Year,No,"1,350",No,Laundry (In Unit),No,Balcony,Yes,"24 Hour Security,Storage Space,Elevator in Building",Owner,
PET FRIENDLY South End 2br/1.5bath,2519.0,"5713 Victoria Rd, Halifax, NS B3H 2Y3",2024-02-13T14:38:48.000Z,16 days ago,Apartment,2,1.5,"Heat,Water",Not Included,1,1 Year,Yes,850,No,Laundry (In Building),No,Balcony,Outdoors only,"Storage Space,Elevator in Building",Owner,
Beautiful 2 bedroom available for April 1st!,2495.0,"2060  Quingate Place, Halifax, NS, B3L 4P7",2024-02-13T17:46:39.000Z,16 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,,No,Bicycle Parking,Professional,killamreit.com
1 Bed 1 Bath Apartment in South End,2200.0,"Seymour Street, Halifax, NS",2024-02-13T18:23:47.000Z,16 days ago,Condo,1,1.0,"Hydro,Heat,Water",,0,Month-to-month,Limited,564,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Gym,Owner,
Affordable 1 Bedroom Apartment - 23 Crystal Drive - $1499,1499.0,"23 Crystal Drive, Dartmouth, NS, B3A 4L3",2024-02-13T18:30:01.000Z,16 days ago,Apartment,1,1.0,Water,Not Included,0,1 Year,Yes,350,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,,Professional,
69 Farrell St - 1 Bedroom Apartment - $1749.00 INCLUDES HEAT/HW,1749.0,"69 Farrell St, Dartmouth, NS, B3A 4B3",2024-02-13T18:48:01.000Z,16 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,1 Year,Yes,600,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Yard,No,,Professional,
23-098  Lovely large flat in Halifax near the Halifax Commons,2200.0,"John Street, Halifax, NS, B3K 4K6",2024-02-13T19:58:51.000Z,16 days ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",No,,Professional,www.halifaxqualityhomes.com
A bachelor apartment ,1530.0,"5885 Cunard St, Halifax, NS B3K 1E3",2024-02-13T21:01:50.000Z,16 days ago,Apartment,Bachelor/Studio,1.0,,Not Included,1,Month-to-month,Limited,1,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,"Gym,Pool,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Studio 1 Bath - Apartment,1500.0,"South Park Street, Halifax, NS",2024-02-14T00:40:10.000Z,16 days ago,Apartment,Bachelor/Studio,1.0,"Hydro,Heat,Water",Not Included,0,1 Year,No,360,No,Laundry (In Building),Yes,,No,"Gym,Elevator in Building",Owner,
1 bedroom 1 bath apartment for rent,1728.0,"Supreme Court, Halifax, NS",2024-02-14T14:04:34.000Z,15 days ago,Apartment,1,1.0,"Heat,Water",,1,Month-to-month,No,680,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"Bicycle Parking,Storage Space,Elevator in Building",Owner,
Palace Royale - 2 Bedroom Apartment for Rent,2450.0,"333 Main Avenue, Halifax, NS, B3S 0B6",2024-02-14T14:12:00.000Z,15 days ago,Apartment,2,2.0,Heat,Not Included,0,1 Year,Limited,Not Available,No,Laundry (In Unit),No,,No,Elevator in Building,Professional,www.templetonproperties.ca
Oxford House - 1 Bedroom Apartment for Rent,1850.0,"1545 Oxford St., Halifax, NS, B3H 3Z3",2024-02-14T14:24:00.000Z,15 days ago,Apartment,1,1.0,Heat,Not Included,0,1 Year,Limited,470,No,Laundry (In Building),No,,No,Elevator in Building,Professional,www.templetonproperties.ca
South End Bachelor Apartment ,1350.0,"5681 Rhuland St, Halifax, NS B3H 4J6",2024-02-14T14:52:56.000Z,15 days ago,Apartment,Bachelor/Studio,1.0,Water,Not Included,0,1 Year,No,420,No,"Laundry (In Building),Fridge / Freezer",No,,No,"24 Hour Security,Bicycle Parking,Elevator in Building",Owner,
One Bedroom Suite with Balcony Available March 1st in Halifax,1750.0,"Halifax, NS B3L 2H7",2024-02-14T16:01:12.000Z,15 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,No,"1,100",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,"24 Hour Security,Elevator in Building",Professional,
APARTMENT FOR SUBLET,1200.0,"5651 Ogilvie St, Halifax, B3H 1B9",2024-02-14T17:18:04.000Z,15 days ago,Apartment,2,1.0,"Hydro,Heat,Water",,0,1 Year,Yes,672,Yes,"Laundry (In Building),Fridge / Freezer",No,,Outdoors only,Elevator in Building,Owner,
"2 bed + den at luxurious Blu, West Bedford, March 1",2695.0,"1000 Larry Uteck Blvd, Bedford, NS",2024-02-14T17:40:56.000Z,15 days ago,Apartment,2 + Den,2.0,"Heat,Water",Not Included,1,1 Year,No,"1,671",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Storage Space,Elevator in Building",Owner,
2 Bed 1 Bath Unit For Rent,2150.0,"Sackville Drive, Lower Sackville, NS",2024-02-14T19:27:45.000Z,15 days ago,Apartment,2,1.0,Water,Not Included,0,1 Year,Limited,771,No,Laundry (In Unit),Yes,Balcony,Outdoors only,"Gym,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
Studio apartment with den available for $1400/month,1400.0,"Lakefront Road, Dartmouth, NS",2024-02-15T03:55:05.000Z,15 days ago,Apartment,1 + Den,1.0,"Hydro,Heat,Water",Not Included,1,Month-to-month,No,800,Yes,"Laundry (In Unit),Fridge / Freezer",No,Yard,Outdoors only,,Owner,
2 bed 2 bath Apartment ,2945.0,"5548 Kaye St, Halifax, NS B3K 1Y5",2024-02-17T16:22:22.000Z,12 days ago,Apartment,2,2.0,,Not Included,1,1 Year,Yes,500,No,Laundry (In Unit),Yes,Balcony,Outdoors only,"24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Owner,
"137,145,and 149 Walker Avenue- 1-3 BEDROOM APARTMENTS AVAILABLE",1250.0,"137, 145, and 149 Walker Avenue, Lower Sackville, NS, B4C 4C2",2024-02-18T00:34:09.000Z,12 days ago,Apartment,2,1.0,,Not Included,0,1 Year,Limited,Not Available,No,Dishwasher,No,Balcony,Outdoors only,,Professional,www.westburyrentals.com
1 bed 1 bath pet friendly! Downtown ,2200.0,"960 Barrington St, Halifax, B3H 2P7",2024-02-18T02:34:10.000Z,12 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Yes,680,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Outdoors only,"Gym,Bicycle Parking,Elevator in Building",Owner,
One bedroom available in two bed-one bath apartment,1095.0,"5885 Spring Garden Road, Halifax, NS",2024-02-18T06:31:01.000Z,12 days ago,Apartment,2,1.0,"Heat,Water",Not Included,0,1 Year,No,968,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Pool,24 Hour Security,Elevator in Building",Owner,
"2 adults looking for an apartment in Medicine Hat, Alberta",,"Halifax, NS B3L 4P3",2024-02-18T13:46:57.000Z,11 days ago,Apartment,1,1.0,,Not Included,0,1 Year,Yes,100,No,,No,,Outdoors only,,Owner,
Rental properties,,"Halifax, NS B3R 1B4",2024-02-18T14:51:43.000Z,11 days ago,Apartment,3,1.0,Water,Not Included,2,1 Year,Limited,900,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",Yes,"Yard,Balcony",No,,Owner,
1 Bed 1 Bath Apartment Sublet- South End Halifax,1125.0,"Halifax, NS B3H 2N3",2024-02-18T17:31:22.000Z,11 days ago,Apartment,1,1.0,"Heat,Water",Not Included,0,Month-to-month,No,600,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Owner,
1 to 2 Bedroom Pet Friendly 2 Dogs - Needed for April 1st,1400.0,"80 Grassy Lake Drive, Halifax, NS",2024-02-19T14:29:01.000Z,10 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Yes,750,No,Fridge / Freezer,Yes,,No,,Owner,
1 Bedroom available in a 2 Bedroom Aparment,900.0,"Bedford, NS B4A 4E3",2024-02-19T15:51:31.000Z,10 days ago,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,Month-to-month,No,900,Yes,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,,Owner,
Newer Two Bedroom Two Bath Suite Steps to SMU&DAL for May 1,2500.0,"Halifax, NS B3H 3A1",2024-02-19T16:08:33.000Z,10 days ago,Apartment,2,2.0,Water,,0,1 Year,No,830,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,,Owner,
Room in 2 bedroom apartment in Clayton park area,600.0,"Halifax, NS B3M 3M9",2024-02-19T20:17:19.000Z,10 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,No,132,No,"Laundry (In Building),Fridge / Freezer",No,,No,,Owner,
1 bedroom for sublet (May 1 - August 31),895.0,"Jennings St, Halifax, NS B3H 2C4",2024-02-19T23:11:32.000Z,10 days ago,Apartment,1,2.0,,Not Included,0,Month-to-month,No,1,Yes,,Yes,,No,,Owner,
19 Twenty Apartments - 2 Bdrm available at 1920 Brunswick Street,2590.0,"1920 Brunswick Street, Halifax, NS, B3J 0C5",2024-02-20T00:28:37.000Z,10 days ago,Apartment,2,1.0,,Not Included,0,1 Year,Yes,789,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Bicycle Parking,Storage Space,Elevator in Building",Professional,www.capreit.ca
Newly renovated Penthouse for Rent in South End!,3695.0,"1030 South Park Street, Halifax, NS, B3J 2K9",2024-02-20T00:28:38.000Z,10 days ago,Apartment,2 + Den,1.5,Water,Not Included,0,1 Year,Limited,"1,060",No,"Laundry (In Building),Fridge / Freezer",No,Balcony,No,"Gym,Storage Space,Elevator in Building",Professional,www.caprent.com
"Spacious One Bedroom Basement Apartments, Available Now!",,"Halifax, NS B3K",2024-02-20T08:34:00.000Z,9 days ago,Basement,1,1.0,,,1,1 Year,No,"1,500",Yes,"Laundry (In Unit),Fridge / Freezer",No,Balcony,No,,Owner,
23-098  Lovely large flat in Halifax near the Halifax Commons,2200.0,"John Street, Halifax, NS, B3K 4K7",2024-02-20T13:46:14.000Z,9 days ago,Apartment,1 + Den,1.0,Water,Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",No,,Professional,www.halifaxqualityhomes.com
2 Bedroom Unit-South Park St.,2995.0,"1581 South Park Street, Halifax, NS",2024-02-20T14:10:20.000Z,9 days ago,Apartment,2,2.0,,Not Included,0,1 Year,Yes,820,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Pool,Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",Professional,southwest.ca
1 bedroom apartment ~ May - Aug ,1728.0,"2759 Windsor St, Halifax, NS B3K 5E3",2024-02-20T14:32:37.000Z,9 days ago,Apartment,1,1.0,"Hydro,Heat,Water",Not Included,1,Month-to-month,Limited,500,No,"Laundry (In Unit),Dishwasher",No,,No,Bicycle Parking,Owner,
1br - All Inclusive,,"6228 Duncan St, Halifax, NS B3L 1K3",2024-02-20T14:35:23.000Z,9 days ago,,,,,,,,,,,,,,,,Private seller,
1 bedroom 1 bathroom for rent.,1200.0,"Halifax, NS, B4B 0Y6",2024-02-20T17:53:26.000Z,9 days ago,Basement,1,1.0,"Heat,Water",,1,1 Year,No,15,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Yard,No,,Owner,
Available Now - 2 bedroom renovated apartment in Crichton Park,1750.0,"Dartmouth, NS B3A 2N7",2024-02-20T17:57:26.000Z,9 days ago,Apartment,2,1.0,"Heat,Water",Not Included,1,1 Year,Limited,700,No,Fridge / Freezer,No,Yard,No,,Owner,
"**FREE MONTH! ** Move in now, don't pay until March!",2611.0,"5800 South St., Halifax, NS, B3H 0A7",2024-02-20T20:03:01.000Z,9 days ago,Apartment,2,2.0,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com
"**FREE MONTH! ** Move in now, don't pay until March!",2884.0,"5800 South St., Halifax, NS, B3H 0A7",2024-02-20T20:03:07.000Z,9 days ago,Apartment,2,2.0,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com
1 Bedroom Unit Coming Available in South End Halifax,1732.0,"1200 Tower Rd., Halifax, NS, B3H 4K6",2024-02-20T20:03:12.000Z,9 days ago,Apartment,1,1.0,,Not Included,0,1 Year,No,Not Available,No,,No,,No,,Professional,www.armoururban.com
"Empress Gardens - 3 Bedroom, 2 Bathroom, Den Apartment for Rent",2720.0,"461 Larry Uteck, Halifax, NS, B3M 0H3",2024-02-22T00:41:59.000Z,8 days ago,Apartment,3 + Den,2.0,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"24 Hour Security,Storage Space",Professional,www.hazelviewproperties.com
Pet friendly 1 bed 1 bath downtown apartment ,2200.0,"960 Barrington St, Halifax, B3H 2P7",2024-02-22T01:01:10.000Z,8 days ago,Apartment,1,1.0,,Not Included,1,1 Year,Yes,650,No,,No,,Outdoors only,,Owner,
One and Two Bedroom Apartments in Clayton Park,1495.0,"Langbrae Drive, Halifax, NS",2024-02-22T11:22:44.000Z,7 days ago,Apartment,1,1.0,"Heat,Water",Not Included,1,1 Year,Limited,"1,100",No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,Yes,Elevator in Building,Owner,
Lease Takeover: Luxurious 1 Bedroom 1 Bath on Quinpool,2295.0,"Halifax, NS B3L 1A5",2024-02-22T11:40:02.000Z,7 days ago,Apartment,1,1.0,,Not Included,0,1 Year,Limited,848,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Storage Space,Elevator in Building",Owner,
