Title,Rent,Address,Date Posted,How Long Ago,Unit Type,Bedrooms,Bathrooms,Utilities,Wifi and More,Parking,Agreement,Pet Friendly,Size,Furnished,Appliances,Air Conditioning,Personal Space,Smoking,Amenities,Seller,Seller Name,Description
 Big basement with den is available on 2st April,1100,"Inglewood Crescent, Cole Harbour, NS B2W",2024-03-05T12:58:59.000Z,2 days ago,Basement,1,1,,Not Included,1,Month-to-month,No,"1,234",No,,No,,No,,Owner,,"Please do not ask if it is available as long as the post is on. It locates at Inglewood Cresent, Cole Harbour, Dartmouth. If you rely on public transportation, please google map ""Inglewood Cresent, Dartmouth"" before you contact me.
Details
Basement with a den is available on 1st April. INDIVIDUAL bathroom. UNFURNISHED. Shared laundry and kitchen (if u have an induction cooker, u can cook in the den). Curbside parking. No pet, No smoke, No party. Everything is included (with conditions). The basement is big enough for two people. Looking for a single person or couple who have full time job, are quiet, clean, responsible, and nonsmoking. 4 mins to Sobeys main street and Gateway, 5 mins to cole harbour stripmall, 8 mins to NSCC Akerley campus. Bus 68, 168A, 168B are right in front of the house. No working from home as I have a 1.5 years old baby girl and a dog that hard to keep quite in the day time. "
Southend 1-Bedroom unit All Utilities Included,1700,"Halifax, NS B3H 4K3",2024-03-05T13:00:29.000Z,2 days ago,Apartment,1,1,"Hydro,Heat,Water",Not Included,0,1 Year,No,652,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,"Yard,Balcony",Yes,"Bicycle Parking,Storage Space,Elevator in Building",Professional,www.arcmanagement.ca,"Tobin Street off Barrington Street. NO PETS PERMITTED. Unfurnished One bedroom with balcony occupancy now or March 01, 2024, Minutes to Dal, SMU, NSCAD, Hfx harbour, Via Rail, Acadia Bus line, minutes to Halifax waterfront, Parks , grocery stores, restaurants, shopping and hospital. It has ceramic and Laminate flooring, private balcony, laundry facility and elevators. Unit is located on the 3rd floor of the building. Rent is $1700 that includes heat, hot water and electricity. We have long term and returned residents. To view call Jennifer at 902 422 3836 or
902 423 4509."
North End Two-Bedroom with In-Suite Laundry,2500,"5550 Bilby Street, Halifax, NS",2024-03-05T14:00:34.000Z,2 days ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Limited,674,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,Outdoors only,"24 Hour Security,Bicycle Parking,Elevator in Building",Professional,www.rosnomanagement.ca,"Make your new home at The Bilby. Just steps away from Halifax’s historic Hydrostone district, The Bilby offers modern living with all amenities nearby and an easy commute to downtown Halifax.,This two-bedroom unit includes:,- Two full bathrooms
- Laundry in unit
- Dishwasher
- Microwave
- Heat and Hot Water
- Heated Underground Parking available,Perfect for students, a small family, or a working professional looking for additional space for a home-office.,Ask about our availability of bachelor, one and two bedroom units."
"**FREE MONTH! ** Move in now, don't pay until March!",2611,"5800 South St., Halifax, NS, B3H 0A7",2024-03-05T14:19:14.000Z,2 days ago,Apartment,2,2,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com,"Bright & Spacious 2-Bedroom South End Units starting at $2,611/month,5800 South is located in the citys most sought-after South End neighborhood. With the urban scene of Spring Garden Road district just blocks away, it is also convenient to the nearby markets, hospitals, universities, parks, downtown central business district, and entertainment venues.,5800 South has been carefully designed to offer a vibrant and serene living environment by utilizing natural and sustainable materials, artful color schemes, and quality finishes throughout. The lush rooftop gardens bring the beauty of the outdoors to your doorstep, creating a sense of ease, privacy, and well-being in the heart of the city.,Amenities"
"**FREE MONTH! ** Move in now, don't pay until March!",2884,"5800 South St., Halifax, NS, B3H 0A7",2024-03-05T14:19:19.000Z,2 days ago,Apartment,2,2,,Not Included,0,1 Year,Limited,Not Available,No,,No,,No,,Professional,www.armoururban.com,"5800 South is located in the citys most sought-after South End neighborhood. With the urban scene of Spring Garden Road district just blocks away, it is also convenient to the nearby markets, hospitals, universities, parks, downtown central business district, and entertainment venues.,5800 South has been carefully designed to offer a vibrant and serene living environment by utilizing natural and sustainable materials, artful color schemes, and quality finishes throughout. The lush rooftop gardens bring the beauty of the outdoors to your doorstep, creating a sense of ease, privacy, and well-being in the heart of the city.,Amenities"
1 Bedroom Sea Loge Downtown Halifax,,"1715 Lower Water St, Halifax, NS, B3L 0J4",2024-03-05T14:19:54.000Z,2 days ago,Apartment,1,1,,Not Included,0,1 Year,Yes,Not Available,No,,No,,No,,Professional,,"Sea Loge suites overlook the Halifax Harbour and the bustling central courtyard plaza.,STANDARD SUITE DETAILS"
Spacious Downtown Victorian Flat,2250,"Halifax, NS B3H 1P5",2024-03-05T14:26:59.000Z,2 days ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,Yes,"1,000",No,Laundry (In Building),No,Yard,No,,Owner,,Viewings Mar.7-10th. Send availability during that time. Flat is on the main floor. Front and back door to yards. Quiet building. References and financial statements necessary. Parking available for $100/month.
3 Bedroom Apartment (Banook Lake Area) Heat & Hot Water Inc.,1495,"15 Lakeview Point Road, Dartmouth, NS",2024-03-05T14:45:14.000Z,2 days ago,Apartment,3,1,"Heat,Water",Not Included,1,1 Year,Limited,850,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,Storage Space,Owner,,"3 Bedroom Apartment (Banook Lake Area),Heat & Hot Water Included,Walk to Beach, Parks, Trails and Superstore,Storage Locker Included,Laundry In Building,Quiet Building"
Luxury 2 Bedroom plus Den Available in Bedford,2500,"419 Kearney Lake Road, Bedford, NS",2024-03-05T15:15:34.000Z,2 days ago,Apartment,2 + Den,2,"Heat,Water",Not Included,0,1 Year,Limited,"1,367",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,24 Hour Security,Storage Space,Elevator in Building",Professional,,"Luxury 2 bedroom plus Den Unit Available in Bedford - The View,Located in one of Halifax’s most popular neighborhoods, The View at Kearney Lake is located off Larry Uteck Boulevard on Kearney Lake Road. Suites are bright and spacious with modern, high quality finishes featuring 6 appliances, master suite baths, walk in closets, carpet free living and large balconies for entertaining or relaxing.,From the moment you walk through the doors into its warm and inviting lobby, you’ll know this is truly a place to call home. Offering all the modern day amenities today’s residents expect, including a fitness room and social gathering room, The View is in close vicinity to a wide variety of shops and services for you to enjoy.,The View is a smoke-free building, pet friendly (1 pet per unit - 30 lbs maximum limit - no bully dogs permitted) property and offers secure underground parking, 2 elevators and a security system in place so you always feel safe at home. Our supportive onsite staff is available to ensure all your needs are met. Contact our knowledgeable onsite staff for further information and to arrange for a viewing of the building and apartment at theview419@icloud.com or at 902-579-0877.,Smoke free property
Pet Friendly (1 dog or 1 cat only)
2 Bedroom plus Den (2 unit available)
Monthly Rent is $2,800.00. Heat and hot water included. Interior parking is available at $100/month. Interior storage locker is available at $100/month."
2 bed 1 bath May 1st lease takeover,1530,"Robie St, Halifax, NS B3K 4R8",2024-03-05T17:37:08.000Z,a day ago,Apartment,2,1,,Not Included,1,1 Year,No,800,No,,No,,No,,Owner,,"2 bed 1 bath apartment in the North End.
Rent includes water. Heat, electricity, and hot water not included.
One parking spot.,Unfurnished
Lease takeover preferred but sublet until Aug 31st will be consider.
Please reach out with any questions. "
2 bdrm-2 bthrm /Shiraz Gardens 50+ Move in ready/Hammonds Plains,2295,"Appaloosa Run, Hammonds Plains, NS",2024-03-05T17:41:49.000Z,a day ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,Limited,"1,225",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,Elevator in Building,Owner,,"Welcome to this spacious 2 bedroom/2 bathroom,
corner, apartment in Shiraz Gardens 50+ Community! If you are 50 or older this is the place to be! It is an entire community that caters to individuals who are yearning for peace and quiet.,If you have any questions or if you want to schedule a tour feel free to contact Gary Pike at gary@unitedgulf.ca or 782-414-4299,Some of the many features that are standard in all suites are:
...large windows allowing for an abundance of
natural light.
...corner suite
...roll down blinds on all the windows
...in-floor heating
...6 appliances
...quartz counter tops
... ready for immediate occupancy
...lease is year to year
...in-unit laundry
...mini-split for air conditioning
...in-unit bins for recycling and garbage
...garbage/recycling/organics room in the basement
...spacious balcony
...5 ft walk-in shower in the ensuite.
...outlets in place for wall mounted TVs
...2 elevators
...common room
...postal delivery to the lobby
...single car indoor parking plus storage for $125/mth
The rent includes in-floor heating and hot water.
The tenant pays for electricity and cable/internet.
Lease is year to year,Please note that tenants must be 50 or older.
If you have any questions or if you want to schedule a tour feel free to contact Gary Pike at gary@unitedgulf.ca or 782-414-4299"
Sublease Apartment for Summer (The Vuze),2850,"5633 Fenwick Street, Halifax, NS",2024-03-05T18:02:23.000Z,a day ago,Apartment,2 + Den,2,"Heat,Water",,0,Month-to-month,No,850,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,24 Hour Security,Elevator in Building",Owner,,we are looking to sublease our 2 bedroom apartment for the summer period (May-August).
Bachelor/Studio with the Best Views of the City!,1995,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-05T18:24:00.000Z,a day ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,No,450,No,"Laundry (In Unit),Dishwasher",No,Balcony,No,"Gym,Elevator in Building",Professional,www.templetonproperties.ca,"Unit 1805 available immediately for $1995,Imagine waking up, looking out your window, and observing the most amazing view of the city in our luxury apartments for rent in Halifax. Grabbing the elevator down to the fitness facility, equipped with everything required to fulfill all of your workout needs. Picking up your favorite local coffee across the street before heading to work.,Now, stop imagining and come live it. Welcome to The Vüze. Our Halifax apartments are located in the heart of the city, you have everything you need just footsteps away. These apartment rentals are made with fine detail to make your home not just beautiful, but also practical. It takes a community to build a village. The residents at The Vüze will be the beginning of what will be known as the South Village. Where together we can grow, flourish, and create history.,Contact us today and make the Vüze your new home."
Spectacular 2 bedroom Unit at The Vuze,2600,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-05T18:24:00.000Z,a day ago,Apartment,2,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.templetonproperties.ca,"Welcome to The Vuze, nestled in the vibrant South Village. Strategically located within minutes of major universities such as Dalhousie and Saint Mary's, hospitals, downtown amenities, and a variety of local eateries, this emerging enclave in South End Halifax is the ideal place for your next home.,Revel in the best city views from this brand-new apartment, featuring top-tier finishes, including granite counters and stainless steel appliances. This 2-bedroom, 1-bathroom residence offers the perfect blend of luxury and affordability, ensuring you get the space you need to live your desired lifestyle.,For comprehensive details about The Vuze and South Village, please visit our website at www.templetonproperties.ca or reach out to our leasing office at 902-210-2233."
Panoramic 2 Bedroom 1.5 Bath 1100sqft Apartment at The Vuze,2900,"5633 Fenwick St., Halifax, NS, B3H 1R1",2024-03-05T18:30:00.000Z,a day ago,Apartment,2,1.5,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,Balcony,No,"Gym,Elevator in Building",Professional,www.templetonproperties.ca,"Envision waking up to an unparalleled view of the city and ocean from our luxurious apartments for rent in Halifax. Take the elevator down to our state-of-the-art fitness facility, fully equipped to meet all your workout needs. Grab your favorite local coffee from across the street before heading to work.,No need to imagine any longerexperience it at The Vüze. Nestled in the heart of the city, our Halifax apartments provide easy access to all your necessities. These meticulously designed apartment rentals not only exude beauty but also practicality. At The Vüze, we believe it takes a community to build a village. Our residents are the foundation of what will be recognized as the South Villagea place to grow, flourish, and create history together.,Contact us today to make The Vüze your new home"
Lease takeover for May 1st,966,"6409 Quinpool Rd, Halifax, NS B3L 1A7",2024-03-05T18:40:29.000Z,a day ago,Apartment,3,1.5,,Not Included,0,1 Year,Limited,"2,600",No,,Yes,,Outdoors only,,Owner,,Looking for someone to do a lease takeover from May 1st to August 31. When September 1st arrives you will have the option to resign the lease for the upcoming year. 3 bedroom apartment one and a half bathrooms. Full kitchen with large fridge and dishwasher. In building washer and dryer. Located on Quinpool Rd very close to various stores and restaurants and close to both Dalhousie and Saint Mary’s. Free street parking nearby. Please contact me if you have any additional questions or would like to view the unit.
"Dart. 2 Bdrm - Heat , HW, Balcony, Parking",1695,"45B  Elmwood Ave # 311, Dartmouth, NS, B3A 3E7",2024-03-05T18:48:00.000Z,a day ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,Laundry (In Building),No,Balcony,Outdoors only,Storage Space,Professional,,"2 bedroom apartment for rent in a clean, quiet and secure building. The building is conveniently located between both bridges. Bus #52, #53 and #64 stop out in front of building. It is just minutes away from Sobeys, No Frills, The Dartmouth Sportsplex, MicMac Mall and Dartmouth Crossing along with many other amenities. ( some units have been recently upgraded.,:,Large bedrooms with large closets,o Large Storage room,o Tiles on bathroom and kitchen floors,o Laminate/ carpet flooring,o Lots of electrical outlets throughout apartment and above countertops,o Phone jacks in dining area, living room as well as bedrooms,o Cared system operated laundry facilities on each level,o 4X8 Balcony or Patio,o security cameras located in the lobby, laundry rooms, and parking lots,o ample parking,o Fiber op ready,o ,One indoor cat may be allowed.,The rent including heat, hot water, one parking spot for two occupants is $1695.,Aditional parking is available for $75 per month.,If interested in viewing or have any questions please contact Gracia at 902-717-7488."
1 bedroom basement apartment for rent for April 1,1500,"Halifax, NS B3R 0C4",2024-03-05T18:48:17.000Z,a day ago,Basement,1,1,Water,Not Included,0,1 Year,Limited,720,No,Laundry (In Unit),No,,No,,Owner,,1 bedroom Available in Green Acres as of April 1. Contact for viewing.
Bright Bachelor available June 01 move in,1250,"5760 Inglis Street, Halifax, NS",2024-03-05T18:58:35.000Z,a day ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Limited,500,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,,Owner,,"Address: 5760 Inglis street,Apartment Features:
Convenient Location: This apartment is situated in a highly accessible area, with close proximity to bus routes, universities, grocery stores, and shopping centers.,Downtown Convenience: Enjoy the convenience of being a mere 5-minute walk away from the heart of downtown, making it easy to access all the amenities and entertainment the city has to offer.,Professional Building: Our building is known for its peaceful and professional atmosphere, perfect for individuals seeking a quiet living environment.,Parking: Out door parking available for additional cost,Inclusions: The apartment comes equipped with essential appliances, including a stove and fridge. Additionally, your rent covers the cost of heat , anad hot water.,Pet-Friendly: Cat lovers are welcome here.,Viewing Information:,Virtual Tours: We encourage you to make an informed decision by viewing up-to-date photographs of the apartment.,Contact: To schedule a viewing or inquire further, please contact us during our office hours, which are from 10 AM to 5 PM, Monday to Friday.,Phone: Reach us at 902-497-0325.,Email: Feel free to email us at newscotlandfinancial@gmail.com.,Online Applications: For your convenience, you can find our rental application form on our website at www.southendhfx.com.,This apartment offers a perfect blend of convenience, comfort, and a peaceful atmosphere. Don't miss out on this opportunity! Contact us today to learn more and schedule a viewing."
"Ford St-Heat,Hw incl. + Hardwood, 1 Parking-Balcony,Elevator",1595,"6 Ford St, Halifax, NS, B3M 2M6",2024-03-05T19:00:01.000Z,a day ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Outdoors only,Elevator in Building,Professional,,"6 Ford St (off Main Ave. Fairview),-2 bedroom with balcony for $1595 per month available April 1, 2024,https://youtube.com/shorts/5bWP1X5emm4?feature=share,Building has Mature tenants and is beautiful and quiet. Hardwood floors in a well maintained building. Heat, Hot Water and Parking Included. There is Laundry facilities in the building.,Close to all amenities, walking distance to Joseph Howe Superstore.,Rent as indicated above per month includes heat, and hot water, parking for one vehicle.,Absolutely NO DOGS allowed, one indoor cat is acceptable.,https://youtube.com/shorts/5bWP1X5emm4?featur,For more information or for an appointment to view please call Mirzet at 902-443-2306- Please leave a message. Or message through KIjiji."
Newly renovated 2-bedroom units in Halifax West,2300,"Main Avenue, Halifax, NS",2024-03-05T19:00:34.000Z,a day ago,Apartment,2,1,Hydro,Not Included,1,1 Year,No,900,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Yard,No,,Owner,,"Beautiful, newly renovated, bright and spacious 800 sq/ft units with warm laminate flooring throughout. Two units available.,Designer kitchen with contemporary backsplash, bronze accents and stainless steel appliances. Kitchen island with storage and seating for three in the top unit is perfect for entertaining. Open shelving and dining nook with custom bench elevate the eating space in the basement unit.,Fenced in backyard. Large bedrooms and stackable laundry units. Heat pump with A/C will keep you comfortable all year round.,When exterior renovation complete in Summer 2024, these spaces will offer privately sectioned backyards for each unit.,Centrally located on Main Avenue, close to all amenities with the benefits of living in a residential area. Located in the Halifax West school district with recreation centres, shopping, main bus lines and parks within minutes.,Important information:
• Water included (no other utilities).
• Tenants responsible for snow removal.
• Parking included with upper-unit.
• No pets.
• No smoking.
• No sublets.
• Utilities not included (except water).
• Available March 1st on a one-year lease.,Available on a one-year lease.,Monthly rent for the basement unit is $2,100 and monthly rent for the top unit is $2,300.,Rental applications to be submitted here: https://forms.gle/kwuGVEBqvJ5yVnnB6"
"Tidy Summer Sublet on Agricola Street, Halifax",2300,"2710 Agricola Street, Halifax, NS",2024-03-05T19:08:18.000Z,a day ago,Apartment,1,1,"Hydro,Heat,Water",,1,Month-to-month,Limited,600,Yes,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Elevator in Building",Owner,,"Great little 1 bedroom appartment with a spacious balcony overlooking Agricola Street, Halifax. Great little spot close to cafes, bars and cute little shops.
I am a law student looking to have someone responsible to look after my appartment while I go back home.
I will leave all essentials but empty out all my close space for you.
Please note: I totally guessed the square footage, sorry. I have no clue.
Please contact for more information"
AMAZING 1 BEDROOM - GREAT LOCATION,1700,"36 Abbey Road, Halifax, NS, B3P 2M6",2024-03-07T04:10:08.000Z,12 minutes ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,,Professional,armdale-universalgroup.securecafe.com,
BEAUTIFUL 2 BEDROOM IN WEST END,2199,"6969 Bayers Road, Halifax, NS, B3L 4P3",2024-03-07T04:10:08.000Z,12 minutes ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,No,"1,200",No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,Elevator in Building,Professional,bayers1-universalgroup.securecafe.com,"Bayers Park Apartments offers just the right blend of comfort and conveniencean ideal location and large living spaces.,Nestled perfectly in Halifax's West End, this tranquil setting is just moments away from the Canada Games centre, Public Library, and Bayers Lake shopping district. Additionally, Bayers Road Centre, the Halifax Shopping Centre, and nearby parks are easily accessible.,Ideal for students, Bayers Park Apartments are well-connected to major bus routes, and the warm and inviting ambiance, lends to its community feel.,Enjoy:,Spacious, renovated apartments featuring abundant storage space.,A blend of laminate, carpet, and ceramic flooring.,New appliances in select suites.,Each unit features a generous balcony.,On-site laundry amenities.,Conveniently services with two spacious elevators.,Inclusive of heat, hot water, and parking.,PLUS, for seniors aged 55 and older, NO SECURITY DEPOSIT is required. Discover the comfort and ease of life at Bayers Park!"
WOW - 2 BEDROOM NEAR HALIFAX SHOPPING CENTRE,2199,"6969 Bayers Road, Halifax, NS, B3L 4P3",2024-03-07T04:10:13.000Z,12 minutes ago,Apartment,2,1,"Heat,Water",Not Included,1,1 Year,Yes,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,"24 Hour Security,Bicycle Parking,Storage Space",Professional,bayers1-universalgroup.securecafe.com,
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,1700,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",2024-03-07T04:11:30.000Z,11 minutes ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,"Bicycle Parking,Elevator in Building",Professional,ogilvie-universalgroup.securecafe.com,"Envision your future home mere strides away from the celebrated green space of Point Pleasant Park, inviting you to embrace invigorating morning trail runs and leisurely evening walks by the serene ocean.,Situated in the coveted south end of the city, Ogilvie on the Park offers an enviable locale in close proximity to SMU, Dalhousie, hospitals, and a convenient stroll away from downtown's vibrant energy. Seamlessly connect with Metro Transit for hassle-free commuting, and relish the convenience of covered parking when needed.,What's more, the property proudly houses an on-site daycare, adding to the seamless blend of practicality and comfort."
OPEN HOUSE SATURDAY 10-4  1 BEDROOM + DEN NEAR UNIVERSITIES,2100,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",2024-03-07T04:10:19.000Z,13 minutes ago,Apartment,1 + Den,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,Elevator in Building,Professional,ogilvie-universalgroup.securecafe.com,
DOWNTOWN HALIFAX PRE-SPRING MULTI-OPEN HOUSE THIS WEEKEND!,,"1551 South Park Street, Halifax, NS, B3J 4B4",2024-03-07T04:10:24.000Z,13 minutes ago,Apartment,1,1,,Not Included,0,1 Year,Limited,Not Available,No,,No,,Yes,,Professional,universalgroup.ca,
OPEN HOUSE SATURDAY 10-4 - 1 BED SOUTHEND HALIFAX,,"5415 Victoria Road, Halifax, NS, B3H 4K5",2024-03-07T04:10:29.000Z,13 minutes ago,Apartment,1,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,,Yes,"Pool,Bicycle Parking,Elevator in Building",Professional,southpoint-universalgroup.securecafe.com,
OPEN HOUSE SATURDAY 10-4 - BACHELOR APARTMENT SOUTH END,1612,"5415 Victoria Road, Halifax, NS, B3H 4K5",2024-03-07T04:10:34.000Z,13 minutes ago,Apartment,Bachelor/Studio,1,"Heat,Water",Not Included,0,1 Year,Limited,Not Available,No,"Laundry (In Building),Fridge / Freezer",No,Balcony,Yes,"Pool,Bicycle Parking,Elevator in Building",Professional,southpoint-universalgroup.securecafe.com,
STUNNING 1 BED + DEN IN BEDFORD,,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",2024-03-07T04:10:39.000Z,13 minutes ago,Apartment,1 + Den,1,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,Balcony,No,"Gym,Bicycle Parking,Elevator in Building",Professional,universalgroup.ca,"Choose a lifestyle youll love with a designer apartment enhanced by spectacular views. The Charles I offers an attractive fusion of classic refinement and modern flair for living space with timeless style and enduring comfort. There are a variety of floor plans still available, from 1 3 Bedroom. Bedford has a lot to offer as one of Halifaxs fastest growing urban communities. Enjoy a great selection of markets, dining, recreation and wellness amenities with easy access to downtown connector routes.,Features & Amenities,The Charles is pleased to offer remote showings by video tour and image sharing. For details call 902-329-4843 or email charles@universalgroup.ca"
LOVELY - 2 BEDROOM ON SPRING GARDEN RD,3200,"5670 Spring Garden Road, Halifax, NS, B3J 1H6",2024-03-07T04:10:44.000Z,14 minutes ago,Apartment,2,2,"Heat,Water",Not Included,0,1 Year,No,Not Available,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,"Gym,Bicycle Parking,Elevator in Building",Professional,muse.universalgroup.ca,"After years of commanding the corner as an iconic office tower, Universal Realty is pleased to present The Muse. Located at 5670 Spring Garden Road at the corner of Brenton Street, residents are mere moments from the Halifax Public Gardens, Dalhousie, Saint Mary's, hospitals, and an amazing selection of dowtown shopping and dining. Get ready to experience stylish interiors enhanced by with a light-filled, airy ambiance - it's the ultimate in urban living."
"Modern basement walk-out Apt. in 3-unit house, Halifax Peninsula",2450,"Halifax, NS B3L 1N1",2024-03-05T20:10:42.000Z,a day ago,Apartment,1,1,Water,Not Included,0,1 Year,Limited,736,No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",Yes,,No,,Owner,,"Location is close to everything and on a bus route! Convenient, walking distance to: Walmart, Grocery stores, Mumford Professional Centre, Halifax Shopping Centre, gym, parks, Northwest Arm.,- 1 bedroom, 1 bathroom apartment.
- Separate entrance.
- Open concept kitchen/living room.
- Stainless steel (smudge resistant) kitchen appliances (fridge, stove, dishwasher, and microwave).
- In-unit Laundry (new washer/dryer).
- In-unit Heat Pump (Heat or Air Conditioning).
- In-unit Air Exchanger.
- Separate hot water tank.
- All new luxury vinyl plank flooring, electrical, plumbing, cabinets, counters, trim, freshly painted walls/ceilings, and brand new appliances.
- No parking (on a bus route and a short walk to Mumford Terminal)
- Rent is $ 2450 + utilities on a fixed term 1 year lease.,***Please note:
To be considered for the apartment rental, we kindly request that respondents provide additional information such as answering the following questions:
1) How many people will be occupying the unit?
2) Do you have pets?
3) What's your occupation? How long have you been there? Salary? Upon request can you provide proof of employment?
4) What is your preferred method of communication? Phone call, text message, whatsapp, email?,This apartment is still available until this ad is removed."
Fantastic 1 bedroom on the Dartmouth Waterfront- Available NOW!,1695,"251 Windmill Road, Dartmouth, NS, B3K 4C1",2024-03-06T00:35:03.000Z,a day ago,Apartment,1,1,"Heat,Water",Not Included,1,1 Year,No,Not Available,No,"Laundry (In Building),Dishwasher,Fridge / Freezer",No,Balcony,No,24 Hour Security,Professional,," ,Spacious 1 bdrm unit on Dartmouth waterfront. The rent includes, fridge, stove, dishwasher, outside parking for 1, heat, hot water, onsite coin operated laundry and onsite super. This building is clean, safe and secure being monitored inside and out. Close proximity to Sobeys, No Frills, Dartmouth Shopping Plaza, the Dartmouth Bus Terminal and Burnside Industrial Park. It is approximately half way between the McKay and the MacDonald Bridges. This is a Ground floor unit, easily accessable for mobility concerns.,The building is pet free and smoke free; there is a designated smoking area outside."
2 Bedroom + DEN Penthouse in Halifax for April,4195,"5450 Kaye Street, Halifax, NS, B3K 0G7",2024-03-06T00:35:03.000Z,a day ago,Apartment,2 + Den,2,"Heat,Water",Not Included,0,1 Year,No,"1,437",No,"Laundry (In Unit),Dishwasher,Fridge / Freezer",No,,No,"Gym,24 Hour Security,Bicycle Parking,Storage Space",Professional,www.stjosephssquare.com,"A harmonious mix of historical and modern design elements. Hydrostone Living at its best. St. Joseph's Square is made up of 106 designer suites complete with fresh, innovative design and thoughtful, quality construction. One-, Two- & Three-bedroom apartments with tailored finishes and strong minimalistic features add a whimsical sophistication to the community and its peace of mind amenities. The heart of the Hydrostone District - close to neighborhood dining, entertainment, and culture - gives residents adventure at their fingertips.,With Storage: $145-$165/ month; Spot Only: $130/ month,$25-$45/ month,Layton Richards,RESIDENT MANAGER,Tel | 902.406.5450,Fax | 902.406.5454,Website | http://www.stjosephssquare.com,info@stjosephssquare.com"
2 Bedroom Apartment for Rent - 22 BEDROS LANE,2522,"22 BEDROS LANE, Bedford, NS, B3M 4W9",2024-03-06T00:35:08.000Z,a day ago,Apartment,2,2,,Not Included,0,1 Year,No,"1,154",No,"Laundry (In Building),Fridge / Freezer",No,,No,"Gym,Elevator in Building",Professional,www.metcap.com,
Coming soon: Newly Renovated 1 Bedroom Apartment,,"1000 Micmac Blvd., Dartmouth, NS, B3A 4M7",2024-03-06T00:35:08.000Z,a day ago,Apartment,1,1,,Not Included,0,1 Year,No,Not Available,No,,No,,Outdoors only,,Professional,www.armoururban.com,"The Woods at Kings Grove is undergoing a major redevelopment, which includes new common areas as well as brand new individual units. These units are all located in newly renovated areas of the first floor with ample light, energy-efficient appliances, and premium fixtures.,Units will be available for move in between May 1 and July 1.,Given the high demand and limited availability, we do expect units to lease quickly. We encourage anyone interested to submit an application by visiting our website: https://www.armoururban.com/kings-wood-newunits"
